Month;FRA District;FRA Safety Management Team;Holding Company;Parent Railroad;Railroad;Railroad Class;Year;Calendar Year;Fiscal Year;Railroad Concat;Railroadcode;Railroadname;Reporting Parent Railroad Code;Reporting Parent Railroad Name;reporting_railroad_class;Employee Hours Worked;Number of Passengers Transported;Passenger Miles;Reports;Total Train Miles;Yard Switching Miles
Mar;7;SMT-7 - Commuter West;Not Assigned;Southern California Regional Rail Authority [SCAX];Southern California Regional Rail Authority [SCAX];Class III;2025;2025;2025;Southern California Regional Rail Authority [SCAX];SCAX;Southern California Regional Rail Authority;SCAX;Southern California Regional Rail Authority;Class III;88 931;529 893;16373694;1;258 674;
Mar;7;SMT-7 - Commuter West;Not Assigned;Napa Valley Railroad [NVRR];Napa Valley Railroad [NVRR];Class III;2025;2025;2025;Napa Valley Railroad [NVRR];NVRR;Napa Valley Railroad;NVRR;Napa Valley Railroad;Class III;11 619;3 949;142164;1;2 246;50
Mar;7;SMT-7 - Commuter West;Not Assigned;SOUTHERN CALIFORNIA RAILWAY MUSEUM, INC [SCRY];SOUTHERN CALIFORNIA RAILWAY MUSEUM, INC [SCRY];Class III;2025;2025;2025;SOUTHERN CALIFORNIA RAILWAY MUSEUM, INC [SCRY];SCRY;SOUTHERN CALIFORNIA RAILWAY MUSEUM, INC;SCRY;SOUTHERN CALIFORNIA RAILWAY MUSEUM, INC;Class III;350;1 345;4035;1;105;
Mar;7;SMT-7 - Commuter West;Not Assigned;California State Railroad Museum [CSRM];California State Railroad Museum [CSRM];Class III;2025;2025;2025;California State Railroad Museum [CSRM];CSRM;California State Railroad Museum;CSRM;California State Railroad Museum;Class III;1 015;4 628;36738;1;281;19
Mar;7;SMT-7 - Commuter West;Not Assigned;Placerville and Sacramento Valley RR Inc. [PSVR];Placerville and Sacramento Valley RR Inc. [PSVR];Class III;2025;2025;2025;Placerville and Sacramento Valley RR Inc. [PSVR];PSVR;Placerville and Sacramento Valley RR Inc.;PSVR;Placerville and Sacramento Valley RR Inc.;Class III;;;0;1;1;1
Mar;7;SMT-7 - Commuter West;Not Assigned;Sacramento County Regional Transit District [SCRT];Sacramento County Regional Transit District [SCRT];Class III;2025;2025;2025;Sacramento County Regional Transit District [SCRT];SCRT;Sacramento County Regional Transit District;SCRT;Sacramento County Regional Transit District;Class III;;318 154;5926828;1;124 353;
Mar;7;SMT-7 - Commuter West;Not Assigned;PACIFIC SW RAILWAY MUSEUM -- SAN DIEGO RAILROAD MUSEUM [PSRM];PACIFIC SW RAILWAY MUSEUM -- SAN DIEGO RAILROAD MUSEUM [PSRM];Class III;2025;2025;2025;PACIFIC SW RAILWAY MUSEUM -- SAN DIEGO RAILROAD MUSEUM [PSRM];PSRM;PACIFIC SW RAILWAY MUSEUM -- SAN DIEGO RAILROAD MUSEUM;PSRM;PACIFIC SW RAILWAY MUSEUM -- SAN DIEGO RAILROAD MUSEUM;Class III;;792;7920;1;138;12
Mar;7;SMT-7 - Commuter West;Not Assigned;San Diego Trolley Incorporated [SDTI];San Diego Trolley Incorporated [SDTI];Class III;2025;2025;2025;San Diego Trolley Incorporated [SDTI];SDTI;San Diego Trolley Incorporated;SDTI;San Diego Trolley Incorporated;Class III;14 540;2 681 349;19259565;1;260 676;
Mar;7;SMT-7 - Commuter West;Not Assigned;Altamont Commuter Express Authority [ACEX];Altamont Commuter Express Authority [ACEX];Class III;2025;2025;2025;Altamont Commuter Express Authority [ACEX];ACEX;Altamont Commuter Express Authority;ACEX;Altamont Commuter Express Authority;Class III;33 531;73 119;3512449;1;14 483;
Mar;7;SMT-7 - Commuter West;Not Assigned;SANTA CLARA VALLEY TRANSPORTATION AUTHORITY [VTAZ];SANTA CLARA VALLEY TRANSPORTATION AUTHORITY [VTAZ];Class III;2025;2025;2025;SANTA CLARA VALLEY TRANSPORTATION AUTHORITY [VTAZ];VTAZ;SANTA CLARA VALLEY TRANSPORTATION AUTHORITY;VTAZ;SANTA CLARA VALLEY TRANSPORTATION AUTHORITY;Class III;2 988;12 185;46510;1;3 763;
Mar;7;SMT-7 - Commuter West;Not Assigned;Santa Cruz, Big Tree & Pacific Railroad [SCBG];Santa Cruz, Big Tree & Pacific Railroad [SCBG];Class III;2025;2025;2025;Santa Cruz, Big Tree & Pacific Railroad [SCBG];SCBG;Santa Cruz, Big Tree & Pacific Railroad;SCBG;Santa Cruz, Big Tree & Pacific Railroad;Class III;434;;0;1;55;
Mar;7;SMT-7 - Commuter West;Not Assigned;Western Railway Museum [WRM];Western Railway Museum [WRM];Class III;2025;2025;2025;Western Railway Museum [WRM];WRM;Western Railway Museum;WRM;Western Railway Museum;Class III;334;763;7843;1;441;
Mar;7;SMT-7 - Commuter West;Not Assigned;Sonoma Marin Area Rail Transit [SMRT];Sonoma Marin Area Rail Transit [SMRT];Class III;2025;2025;2025;Sonoma Marin Area Rail Transit [SMRT];SMRT;Sonoma Marin Area Rail Transit;SMRT;Sonoma Marin Area Rail Transit;Class III;27 238;93 995;4227975;1;45 035;10
Mar;7;SMT-7 - Commuter West;Not Assigned;Railtown 1897 Railroad Historic Park [RTRX];Railtown 1897 Railroad Historic Park [RTRX];Class III;2025;2025;2025;Railtown 1897 Railroad Historic Park [RTRX];RTRX;Railtown 1897 Railroad Historic Park;RTRX;Railtown 1897 Railroad Historic Park;Class III;416;;0;1;18;
Mar;7;SMT-7 - Commuter West;Not Assigned;SIERRA NORTHERN RAILWAY [SERA];SIERRA NORTHERN RAILWAY [SERA];Class III;2025;2025;2025;SIERRA NORTHERN RAILWAY [SERA];SERA;SIERRA NORTHERN RAILWAY;SERA;SIERRA NORTHERN RAILWAY;Class III;13 126;;0;1;2 550;230
Mar;7;SMT-7 - Commuter West;Not Assigned;Hawaiian Railway Society [HRSX];Hawaiian Railway Society [HRSX];Class III;2025;2025;2025;Hawaiian Railway Society [HRSX];HRSX;Hawaiian Railway Society;HRSX;Hawaiian Railway Society;Class III;649;2 043;26559;1;273;
Apr;7;SMT-7 - Commuter West;Not Assigned;Niles Canyon Railway [NICX];Niles Canyon Railway [NICX];Class III;2025;2025;2025;Niles Canyon Railway [NICX];NICX;Niles Canyon Railway;NICX;Niles Canyon Railway;Class III;;2 406;32481;1;146;7
Apr;7;SMT-7 - Commuter West;Not Assigned;Southern California Regional Rail Authority [SCAX];Southern California Regional Rail Authority [SCAX];Class III;2025;2025;2025;Southern California Regional Rail Authority [SCAX];SCAX;Southern California Regional Rail Authority;SCAX;Southern California Regional Rail Authority;Class III;87 510;571 690;17665221;1;258 948;
Apr;7;SMT-7 - Commuter West;Not Assigned;Napa Valley Railroad [NVRR];Napa Valley Railroad [NVRR];Class III;2025;2025;2025;Napa Valley Railroad [NVRR];NVRR;Napa Valley Railroad;NVRR;Napa Valley Railroad;Class III;12 678;5 400;194400;1;2 462;50
Apr;7;SMT-7 - Commuter West;Not Assigned;SOUTHERN CALIFORNIA RAILWAY MUSEUM, INC [SCRY];SOUTHERN CALIFORNIA RAILWAY MUSEUM, INC [SCRY];Class III;2025;2025;2025;SOUTHERN CALIFORNIA RAILWAY MUSEUM, INC [SCRY];SCRY;SOUTHERN CALIFORNIA RAILWAY MUSEUM, INC;SCRY;SOUTHERN CALIFORNIA RAILWAY MUSEUM, INC;Class III;350;265;3795;1;66;
Apr;7;SMT-7 - Commuter West;Not Assigned;California State Railroad Museum [CSRM];California State Railroad Museum [CSRM];Class III;2025;2025;2025;California State Railroad Museum [CSRM];CSRM;California State Railroad Museum;CSRM;California State Railroad Museum;Class III;1 087;7 173;48831;1;436;19
Apr;7;SMT-7 - Commuter West;Not Assigned;Placerville and Sacramento Valley RR Inc. [PSVR];Placerville and Sacramento Valley RR Inc. [PSVR];Class III;2025;2025;2025;Placerville and Sacramento Valley RR Inc. [PSVR];PSVR;Placerville and Sacramento Valley RR Inc.;PSVR;Placerville and Sacramento Valley RR Inc.;Class III;;;0;1;1;1
Apr;7;SMT-7 - Commuter West;Not Assigned;Sacramento County Regional Transit District [SCRT];Sacramento County Regional Transit District [SCRT];Class III;2025;2025;2025;Sacramento County Regional Transit District [SCRT];SCRT;Sacramento County Regional Transit District;SCRT;Sacramento County Regional Transit District;Class III;;310 439;6100720;1;117 435;
Apr;7;SMT-7 - Commuter West;Not Assigned;PACIFIC SW RAILWAY MUSEUM -- SAN DIEGO RAILROAD MUSEUM [PSRM];PACIFIC SW RAILWAY MUSEUM -- SAN DIEGO RAILROAD MUSEUM [PSRM];Class III;2025;2025;2025;PACIFIC SW RAILWAY MUSEUM -- SAN DIEGO RAILROAD MUSEUM [PSRM];PSRM;PACIFIC SW RAILWAY MUSEUM -- SAN DIEGO RAILROAD MUSEUM;PSRM;PACIFIC SW RAILWAY MUSEUM -- SAN DIEGO RAILROAD MUSEUM;Class III;;2 254;22540;1;256;16
Apr;7;SMT-7 - Commuter West;Not Assigned;San Diego Trolley Incorporated [SDTI];San Diego Trolley Incorporated [SDTI];Class III;2025;2025;2025;San Diego Trolley Incorporated [SDTI];SDTI;San Diego Trolley Incorporated;SDTI;San Diego Trolley Incorporated;Class III;14 278;2 813 159;20221556;1;256 002;
Apr;7;SMT-7 - Commuter West;Not Assigned;Altamont Commuter Express Authority [ACEX];Altamont Commuter Express Authority [ACEX];Class III;2025;2025;2025;Altamont Commuter Express Authority [ACEX];ACEX;Altamont Commuter Express Authority;ACEX;Altamont Commuter Express Authority;Class III;34 411;80 829;3906756;1;15 543;
Apr;7;SMT-7 - Commuter West;Not Assigned;SANTA CLARA VALLEY TRANSPORTATION AUTHORITY [VTAZ];SANTA CLARA VALLEY TRANSPORTATION AUTHORITY [VTAZ];Class III;2025;2025;2025;SANTA CLARA VALLEY TRANSPORTATION AUTHORITY [VTAZ];VTAZ;SANTA CLARA VALLEY TRANSPORTATION AUTHORITY;VTAZ;SANTA CLARA VALLEY TRANSPORTATION AUTHORITY;Class III;5 804;26 725;87943;1;11 192;
Apr;7;SMT-7 - Commuter West;Not Assigned;Santa Cruz, Big Tree & Pacific Railroad [SCBG];Santa Cruz, Big Tree & Pacific Railroad [SCBG];Class III;2025;2025;2025;Santa Cruz, Big Tree & Pacific Railroad [SCBG];SCBG;Santa Cruz, Big Tree & Pacific Railroad;SCBG;Santa Cruz, Big Tree & Pacific Railroad;Class III;458;2 854;42810;1;273;
Apr;7;SMT-7 - Commuter West;Not Assigned;Western Railway Museum [WRM];Western Railway Museum [WRM];Class III;2025;2025;2025;Western Railway Museum [WRM];WRM;Western Railway Museum;WRM;Western Railway Museum;Class III;385;1 033;11223;1;356;
Apr;7;SMT-7 - Commuter West;Not Assigned;Sonoma Marin Area Rail Transit [SMRT];Sonoma Marin Area Rail Transit [SMRT];Class III;2025;2025;2025;Sonoma Marin Area Rail Transit [SMRT];SMRT;Sonoma Marin Area Rail Transit;SMRT;Sonoma Marin Area Rail Transit;Class III;27 323;105 834;4762530;1;47 375;10
Apr;7;SMT-7 - Commuter West;Not Assigned;Railtown 1897 Railroad Historic Park [RTRX];Railtown 1897 Railroad Historic Park [RTRX];Class III;2025;2025;2025;Railtown 1897 Railroad Historic Park [RTRX];RTRX;Railtown 1897 Railroad Historic Park;RTRX;Railtown 1897 Railroad Historic Park;Class III;436;2 674;15804;1;251;11
Apr;7;SMT-7 - Commuter West;Not Assigned;SIERRA NORTHERN RAILWAY [SERA];SIERRA NORTHERN RAILWAY [SERA];Class III;2025;2025;2025;SIERRA NORTHERN RAILWAY [SERA];SERA;SIERRA NORTHERN RAILWAY;SERA;SIERRA NORTHERN RAILWAY;Class III;13 129;;0;1;1 884;171
Apr;7;SMT-7 - Commuter West;Not Assigned;Hawaiian Railway Society [HRSX];Hawaiian Railway Society [HRSX];Class III;2025;2025;2025;Hawaiian Railway Society [HRSX];HRSX;Hawaiian Railway Society;HRSX;Hawaiian Railway Society;Class III;649;2 100;27300;1;351;
May;7;SMT-7 - Commuter West;Not Assigned;Niles Canyon Railway [NICX];Niles Canyon Railway [NICX];Class III;2025;2025;2025;Niles Canyon Railway [NICX];NICX;Niles Canyon Railway;NICX;Niles Canyon Railway;Class III;;2 364;31914;1;113;3
May;7;SMT-7 - Commuter West;Not Assigned;Southern California Regional Rail Authority [SCAX];Southern California Regional Rail Authority [SCAX];Class III;2025;2025;2025;Southern California Regional Rail Authority [SCAX];SCAX;Southern California Regional Rail Authority;SCAX;Southern California Regional Rail Authority;Class III;110 206;526 556;16270580;1;244 981;
May;7;SMT-7 - Commuter West;Not Assigned;Napa Valley Railroad [NVRR];Napa Valley Railroad [NVRR];Class III;2025;2025;2025;Napa Valley Railroad [NVRR];NVRR;Napa Valley Railroad;NVRR;Napa Valley Railroad;Class III;14 046;7 031;253116;1;2 642;50
May;7;SMT-7 - Commuter West;Not Assigned;SOUTHERN CALIFORNIA RAILWAY MUSEUM, INC [SCRY];SOUTHERN CALIFORNIA RAILWAY MUSEUM, INC [SCRY];Class III;2025;2025;2025;SOUTHERN CALIFORNIA RAILWAY MUSEUM, INC [SCRY];SCRY;SOUTHERN CALIFORNIA RAILWAY MUSEUM, INC;SCRY;SOUTHERN CALIFORNIA RAILWAY MUSEUM, INC;Class III;350;360;1080;1;39;
May;7;SMT-7 - Commuter West;Not Assigned;California State Railroad Museum [CSRM];California State Railroad Museum [CSRM];Class III;2025;2025;2025;California State Railroad Museum [CSRM];CSRM;California State Railroad Museum;CSRM;California State Railroad Museum;Class III;1 024;4 748;33104;1;358;10
May;7;SMT-7 - Commuter West;Not Assigned;Placerville and Sacramento Valley RR Inc. [PSVR];Placerville and Sacramento Valley RR Inc. [PSVR];Class III;2025;2025;2025;Placerville and Sacramento Valley RR Inc. [PSVR];PSVR;Placerville and Sacramento Valley RR Inc.;PSVR;Placerville and Sacramento Valley RR Inc.;Class III;;;0;1;9;
May;7;SMT-7 - Commuter West;Not Assigned;Sacramento County Regional Transit District [SCRT];Sacramento County Regional Transit District [SCRT];Class III;2025;2025;2025;Sacramento County Regional Transit District [SCRT];SCRT;Sacramento County Regional Transit District;SCRT;Sacramento County Regional Transit District;Class III;;311 708;5870756;1;126 819;
May;7;SMT-7 - Commuter West;Not Assigned;PACIFIC SW RAILWAY MUSEUM -- SAN DIEGO RAILROAD MUSEUM [PSRM];PACIFIC SW RAILWAY MUSEUM -- SAN DIEGO RAILROAD MUSEUM [PSRM];Class III;2025;2025;2025;PACIFIC SW RAILWAY MUSEUM -- SAN DIEGO RAILROAD MUSEUM [PSRM];PSRM;PACIFIC SW RAILWAY MUSEUM -- SAN DIEGO RAILROAD MUSEUM;PSRM;PACIFIC SW RAILWAY MUSEUM -- SAN DIEGO RAILROAD MUSEUM;Class III;;480;4800;1;185;10
May;7;SMT-7 - Commuter West;Not Assigned;San Diego Trolley Incorporated [SDTI];San Diego Trolley Incorporated [SDTI];Class III;2025;2025;2025;San Diego Trolley Incorporated [SDTI];SDTI;San Diego Trolley Incorporated;SDTI;San Diego Trolley Incorporated;Class III;14 543;2 859 540;20575682;1;262 892;
May;7;SMT-7 - Commuter West;Not Assigned;Altamont Commuter Express Authority [ACEX];Altamont Commuter Express Authority [ACEX];Class III;2025;2025;2025;Altamont Commuter Express Authority [ACEX];ACEX;Altamont Commuter Express Authority;ACEX;Altamont Commuter Express Authority;Class III;32 745;82 570;4048961;1;14 836;
May;7;SMT-7 - Commuter West;Not Assigned;SANTA CLARA VALLEY TRANSPORTATION AUTHORITY [VTAZ];SANTA CLARA VALLEY TRANSPORTATION AUTHORITY [VTAZ];Class III;2025;2025;2025;SANTA CLARA VALLEY TRANSPORTATION AUTHORITY [VTAZ];VTAZ;SANTA CLARA VALLEY TRANSPORTATION AUTHORITY;VTAZ;SANTA CLARA VALLEY TRANSPORTATION AUTHORITY;Class III;5 732;33 596;97379;1;13 384;
May;7;SMT-7 - Commuter West;Not Assigned;Santa Cruz, Big Tree & Pacific Railroad [SCBG];Santa Cruz, Big Tree & Pacific Railroad [SCBG];Class III;2025;2025;2025;Santa Cruz, Big Tree & Pacific Railroad [SCBG];SCBG;Santa Cruz, Big Tree & Pacific Railroad;SCBG;Santa Cruz, Big Tree & Pacific Railroad;Class III;473;3 801;57015;1;375;
May;7;SMT-7 - Commuter West;Not Assigned;Western Railway Museum [WRM];Western Railway Museum [WRM];Class III;2025;2025;2025;Western Railway Museum [WRM];WRM;Western Railway Museum;WRM;Western Railway Museum;Class III;463;1 366;12866;1;450;
May;7;SMT-7 - Commuter West;Not Assigned;Sonoma Marin Area Rail Transit [SMRT];Sonoma Marin Area Rail Transit [SMRT];Class III;2025;2025;2025;Sonoma Marin Area Rail Transit [SMRT];SMRT;Sonoma Marin Area Rail Transit;SMRT;Sonoma Marin Area Rail Transit;Class III;28 848;108 294;4873230;1;46 925;10
May;7;SMT-7 - Commuter West;Not Assigned;Railtown 1897 Railroad Historic Park [RTRX];Railtown 1897 Railroad Historic Park [RTRX];Class III;2025;2025;2025;Railtown 1897 Railroad Historic Park [RTRX];RTRX;Railtown 1897 Railroad Historic Park;RTRX;Railtown 1897 Railroad Historic Park;Class III;459;3 273;19593;1;293;5
May;7;SMT-7 - Commuter West;Not Assigned;SIERRA NORTHERN RAILWAY [SERA];SIERRA NORTHERN RAILWAY [SERA];Class III;2025;2025;2025;SIERRA NORTHERN RAILWAY [SERA];SERA;SIERRA NORTHERN RAILWAY;SERA;SIERRA NORTHERN RAILWAY;Class III;12 981;;0;1;1 852;169
May;7;SMT-7 - Commuter West;Not Assigned;Hawaiian Railway Society [HRSX];Hawaiian Railway Society [HRSX];Class III;2025;2025;2025;Hawaiian Railway Society [HRSX];HRSX;Hawaiian Railway Society;HRSX;Hawaiian Railway Society;Class III;672;2 243;29159;1;364;
Jun;7;SMT-7 - Commuter West;Not Assigned;Niles Canyon Railway [NICX];Niles Canyon Railway [NICX];Class III;2025;2025;2025;Niles Canyon Railway [NICX];NICX;Niles Canyon Railway;NICX;Niles Canyon Railway;Class III;;1 654;22329;1;119;8
Jun;7;SMT-7 - Commuter West;Not Assigned;Southern California Regional Rail Authority [SCAX];Southern California Regional Rail Authority [SCAX];Class III;2025;2025;2025;Southern California Regional Rail Authority [SCAX];SCAX;Southern California Regional Rail Authority;SCAX;Southern California Regional Rail Authority;Class III;79 608;471 880;14581092;1;251 961;
Jun;7;SMT-7 - Commuter West;Not Assigned;Napa Valley Railroad [NVRR];Napa Valley Railroad [NVRR];Class III;2025;2025;2025;Napa Valley Railroad [NVRR];NVRR;Napa Valley Railroad;NVRR;Napa Valley Railroad;Class III;13 150;6 252;225072;1;2 534;50
Jun;7;SMT-7 - Commuter West;Not Assigned;SOUTHERN CALIFORNIA RAILWAY MUSEUM, INC [SCRY];SOUTHERN CALIFORNIA RAILWAY MUSEUM, INC [SCRY];Class III;2025;2025;2025;SOUTHERN CALIFORNIA RAILWAY MUSEUM, INC [SCRY];SCRY;SOUTHERN CALIFORNIA RAILWAY MUSEUM, INC;SCRY;SOUTHERN CALIFORNIA RAILWAY MUSEUM, INC;Class III;350;974;2922;1;51;
Jun;7;SMT-7 - Commuter West;Not Assigned;California State Railroad Museum [CSRM];California State Railroad Museum [CSRM];Class III;2025;2025;2025;California State Railroad Museum [CSRM];CSRM;California State Railroad Museum;CSRM;California State Railroad Museum;Class III;1 019;5 559;40373;1;411;10
Jun;7;SMT-7 - Commuter West;Not Assigned;Placerville and Sacramento Valley RR Inc. [PSVR];Placerville and Sacramento Valley RR Inc. [PSVR];Class III;2025;2025;2025;Placerville and Sacramento Valley RR Inc. [PSVR];PSVR;Placerville and Sacramento Valley RR Inc.;PSVR;Placerville and Sacramento Valley RR Inc.;Class III;;;0;1;;
Jun;7;SMT-7 - Commuter West;Not Assigned;Sacramento County Regional Transit District [SCRT];Sacramento County Regional Transit District [SCRT];Class III;2025;2025;2025;Sacramento County Regional Transit District [SCRT];SCRT;Sacramento County Regional Transit District;SCRT;Sacramento County Regional Transit District;Class III;;279 758;5264731;1;123 880;
Jun;7;SMT-7 - Commuter West;Not Assigned;PACIFIC SW RAILWAY MUSEUM -- SAN DIEGO RAILROAD MUSEUM [PSRM];PACIFIC SW RAILWAY MUSEUM -- SAN DIEGO RAILROAD MUSEUM [PSRM];Class III;2025;2025;2025;PACIFIC SW RAILWAY MUSEUM -- SAN DIEGO RAILROAD MUSEUM [PSRM];PSRM;PACIFIC SW RAILWAY MUSEUM -- SAN DIEGO RAILROAD MUSEUM;PSRM;PACIFIC SW RAILWAY MUSEUM -- SAN DIEGO RAILROAD MUSEUM;Class III;;601;6010;1;181;31
Jun;7;SMT-7 - Commuter West;Not Assigned;San Diego Trolley Incorporated [SDTI];San Diego Trolley Incorporated [SDTI];Class III;2025;2025;2025;San Diego Trolley Incorporated [SDTI];SDTI;San Diego Trolley Incorporated;SDTI;San Diego Trolley Incorporated;Class III;14 157;2 740 719;19781344;1;253 404;
Jun;7;SMT-7 - Commuter West;Not Assigned;Altamont Commuter Express Authority [ACEX];Altamont Commuter Express Authority [ACEX];Class III;2025;2025;2025;Altamont Commuter Express Authority [ACEX];ACEX;Altamont Commuter Express Authority;ACEX;Altamont Commuter Express Authority;Class III;31 155;72 967;3452282;1;14 483;
Jun;7;SMT-7 - Commuter West;Not Assigned;SANTA CLARA VALLEY TRANSPORTATION AUTHORITY [VTAZ];SANTA CLARA VALLEY TRANSPORTATION AUTHORITY [VTAZ];Class III;2025;2025;2025;SANTA CLARA VALLEY TRANSPORTATION AUTHORITY [VTAZ];VTAZ;SANTA CLARA VALLEY TRANSPORTATION AUTHORITY;VTAZ;SANTA CLARA VALLEY TRANSPORTATION AUTHORITY;Class III;4 959;33 416;98746;1;14 509;
Jun;7;SMT-7 - Commuter West;Not Assigned;Santa Cruz, Big Tree & Pacific Railroad [SCBG];Santa Cruz, Big Tree & Pacific Railroad [SCBG];Class III;2025;2025;2025;Santa Cruz, Big Tree & Pacific Railroad [SCBG];SCBG;Santa Cruz, Big Tree & Pacific Railroad;SCBG;Santa Cruz, Big Tree & Pacific Railroad;Class III;908;7 136;107040;1;935;
Jun;7;SMT-7 - Commuter West;Not Assigned;Western Railway Museum [WRM];Western Railway Museum [WRM];Class III;2025;2025;2025;Western Railway Museum [WRM];WRM;Western Railway Museum;WRM;Western Railway Museum;Class III;365;1 149;10465;1;472;
Jun;7;SMT-7 - Commuter West;Not Assigned;Sonoma Marin Area Rail Transit [SMRT];Sonoma Marin Area Rail Transit [SMRT];Class III;2025;2025;2025;Sonoma Marin Area Rail Transit [SMRT];SMRT;Sonoma Marin Area Rail Transit;SMRT;Sonoma Marin Area Rail Transit;Class III;26 012;120 633;5790384;1;49 283;10
Jun;7;SMT-7 - Commuter West;Not Assigned;Railtown 1897 Railroad Historic Park [RTRX];Railtown 1897 Railroad Historic Park [RTRX];Class III;2025;2025;2025;Railtown 1897 Railroad Historic Park [RTRX];RTRX;Railtown 1897 Railroad Historic Park;RTRX;Railtown 1897 Railroad Historic Park;Class III;386;2 555;14378;1;302;2
Jun;7;SMT-7 - Commuter West;Not Assigned;SIERRA NORTHERN RAILWAY [SERA];SIERRA NORTHERN RAILWAY [SERA];Class III;2025;2025;2025;SIERRA NORTHERN RAILWAY [SERA];SERA;SIERRA NORTHERN RAILWAY;SERA;SIERRA NORTHERN RAILWAY;Class III;12 521;;0;1;1 880;171
Jun;7;SMT-7 - Commuter West;Not Assigned;Hawaiian Railway Society [HRSX];Hawaiian Railway Society [HRSX];Class III;2025;2025;2025;Hawaiian Railway Society [HRSX];HRSX;Hawaiian Railway Society;HRSX;Hawaiian Railway Society;Class III;737;3 048;39624;1;351;
Jul;7;SMT-7 - Commuter West;Not Assigned;Niles Canyon Railway [NICX];Niles Canyon Railway [NICX];Class III;2025;2025;2025;Niles Canyon Railway [NICX];NICX;Niles Canyon Railway;NICX;Niles Canyon Railway;Class III;;1 796;24246;1;153;2
Jul;7;SMT-7 - Commuter West;Not Assigned;Southern California Regional Rail Authority [SCAX];Southern California Regional Rail Authority [SCAX];Class III;2025;2025;2025;Southern California Regional Rail Authority [SCAX];SCAX;Southern California Regional Rail Authority;SCAX;Southern California Regional Rail Authority;Class III;73 583;503 568;15560251;1;262 263;
Jul;7;SMT-7 - Commuter West;Not Assigned;Napa Valley Railroad [NVRR];Napa Valley Railroad [NVRR];Class III;2025;2025;2025;Napa Valley Railroad [NVRR];NVRR;Napa Valley Railroad;NVRR;Napa Valley Railroad;Class III;13 561;6 308;227088;1;2 534;50
Jul;7;SMT-7 - Commuter West;Not Assigned;SOUTHERN CALIFORNIA RAILWAY MUSEUM, INC [SCRY];SOUTHERN CALIFORNIA RAILWAY MUSEUM, INC [SCRY];Class III;2025;2025;2025;SOUTHERN CALIFORNIA RAILWAY MUSEUM, INC [SCRY];SCRY;SOUTHERN CALIFORNIA RAILWAY MUSEUM, INC;SCRY;SOUTHERN CALIFORNIA RAILWAY MUSEUM, INC;Class III;350;478;1434;1;78;
Jul;7;SMT-7 - Commuter West;Not Assigned;California State Railroad Museum [CSRM];California State Railroad Museum [CSRM];Class III;2025;2025;2025;California State Railroad Museum [CSRM];CSRM;California State Railroad Museum;CSRM;California State Railroad Museum;Class III;1 065;5 756;36217;1;352;26
Jul;7;SMT-7 - Commuter West;Not Assigned;Placerville and Sacramento Valley RR Inc. [PSVR];Placerville and Sacramento Valley RR Inc. [PSVR];Class III;2025;2025;2025;Placerville and Sacramento Valley RR Inc. [PSVR];PSVR;Placerville and Sacramento Valley RR Inc.;PSVR;Placerville and Sacramento Valley RR Inc.;Class III;;;0;1;1;1
Jul;7;SMT-7 - Commuter West;Not Assigned;Sacramento County Regional Transit District [SCRT];Sacramento County Regional Transit District [SCRT];Class III;2025;2025;2025;Sacramento County Regional Transit District [SCRT];SCRT;Sacramento County Regional Transit District;SCRT;Sacramento County Regional Transit District;Class III;;257 795;4971247;1;129 042;
Jul;7;SMT-7 - Commuter West;Not Assigned;PACIFIC SW RAILWAY MUSEUM -- SAN DIEGO RAILROAD MUSEUM [PSRM];PACIFIC SW RAILWAY MUSEUM -- SAN DIEGO RAILROAD MUSEUM [PSRM];Class III;2025;2025;2025;PACIFIC SW RAILWAY MUSEUM -- SAN DIEGO RAILROAD MUSEUM [PSRM];PSRM;PACIFIC SW RAILWAY MUSEUM -- SAN DIEGO RAILROAD MUSEUM;PSRM;PACIFIC SW RAILWAY MUSEUM -- SAN DIEGO RAILROAD MUSEUM;Class III;;352;3520;1;128;8
Jul;7;SMT-7 - Commuter West;Not Assigned;San Diego Trolley Incorporated [SDTI];San Diego Trolley Incorporated [SDTI];Class III;2025;2025;2025;San Diego Trolley Incorporated [SDTI];SDTI;San Diego Trolley Incorporated;SDTI;San Diego Trolley Incorporated;Class III;15 488;2 783 214;19974778;1;269 935;
Jul;7;SMT-7 - Commuter West;Not Assigned;Altamont Commuter Express Authority [ACEX];Altamont Commuter Express Authority [ACEX];Class III;2025;2025;2025;Altamont Commuter Express Authority [ACEX];ACEX;Altamont Commuter Express Authority;ACEX;Altamont Commuter Express Authority;Class III;34 218;80 599;3875463;1;15 543;
Jul;7;SMT-7 - Commuter West;Not Assigned;SANTA CLARA VALLEY TRANSPORTATION AUTHORITY [VTAZ];SANTA CLARA VALLEY TRANSPORTATION AUTHORITY [VTAZ];Class III;2025;2025;2025;SANTA CLARA VALLEY TRANSPORTATION AUTHORITY [VTAZ];VTAZ;SANTA CLARA VALLEY TRANSPORTATION AUTHORITY;VTAZ;SANTA CLARA VALLEY TRANSPORTATION AUTHORITY;Class III;5 110;36 203;117141;1;14 307;
