"","Commodity Group","Commodity Group Code","Originated","Received","Year","Week","Company"
"3671","Waste and Scrap Materials","S","540","140",2022,2022-12-28,"UP"
"3672","All Other","T","1719","532",2022,2022-12-28,"UP"
"3673","Containers","U","47554","7738",2022,2022-12-28,"UP"
"3674","Trailers","V","1842","49",2022,2022-12-28,"UP"
"3675","Chemicals","A","15578","2562",2022,2022-12-21,"UP"
"3676","Coal","B","13039","231",2022,2022-12-21,"UP"
"3677","Coke","C","499","25",2022,2022-12-21,"UP"
"3678","Crushed Stone, Sand and Gravel","D","7694","359",2022,2022-12-21,"UP"
"3679","Farm Products except Grain","E","201","139",2022,2022-12-21,"UP"
"3680","Food and Kindred Products","F","2507","2177",2022,2022-12-21,"UP"
"3681","Grain Mill Products","G","2917","372",2022,2022-12-21,"UP"
"3682","Grain","H","5352","1799",2022,2022-12-21,"UP"
"3683","Iron and Steel Scrap","I","835","113",2022,2022-12-21,"UP"
"3684","Lumber and Wood Products","J","1360","654",2022,2022-12-21,"UP"
"3685","Metallic Ores","K","612","54",2022,2022-12-21,"UP"
"3686","Metals","L","1387","1660",2022,2022-12-21,"UP"
"3687","Motor Vehicles and Equipment","M","2799","5175",2022,2022-12-21,"UP"
"3688","Non Metallic Minerals","N","484","189",2022,2022-12-21,"UP"
"3689","Petroleum Products","O","3239","1554",2022,2022-12-21,"UP"
"3690","Primary Forest Products","P","232","165",2022,2022-12-21,"UP"
"3691","Pulp, Paper and Allied Products","Q","816","853",2022,2022-12-21,"UP"
"3692","Stone, Clay and Glass Products","R","2015","384",2022,2022-12-21,"UP"
"3693","Waste and Scrap Materials","S","548","201",2022,2022-12-21,"UP"
"3694","All Other","T","2846","1061",2022,2022-12-21,"UP"
"3695","Containers","U","53809","9863",2022,2022-12-21,"UP"
"3696","Trailers","V","2215","62",2022,2022-12-21,"UP"
"3697","Chemicals","A","14769","2604",2022,2022-12-14,"UP"
"3698","Coal","B","15850","354",2022,2022-12-14,"UP"
"3699","Coke","C","512","63",2022,2022-12-14,"UP"
"3700","Crushed Stone, Sand and Gravel","D","8939","267",2022,2022-12-14,"UP"
"3701","Farm Products except Grain","E","216","121",2022,2022-12-14,"UP"
"3702","Food and Kindred Products","F","2573","2002",2022,2022-12-14,"UP"
"3703","Grain Mill Products","G","3091","316",2022,2022-12-14,"UP"
"3704","Grain","H","5513","1257",2022,2022-12-14,"UP"
"3705","Iron and Steel Scrap","I","709","58",2022,2022-12-14,"UP"
"3706","Lumber and Wood Products","J","1315","657",2022,2022-12-14,"UP"
"3707","Metallic Ores","K","494","92",2022,2022-12-14,"UP"
"3708","Metals","L","1242","1445",2022,2022-12-14,"UP"
"3709","Motor Vehicles and Equipment","M","2701","5842",2022,2022-12-14,"UP"
"3710","Non Metallic Minerals","N","475","234",2022,2022-12-14,"UP"
"3711","Petroleum Products","O","3381","1517",2022,2022-12-14,"UP"
"3712","Primary Forest Products","P","262","83",2022,2022-12-14,"UP"
"3713","Pulp, Paper and Allied Products","Q","829","872",2022,2022-12-14,"UP"
"3714","Stone, Clay and Glass Products","R","2121","753",2022,2022-12-14,"UP"
"3715","Waste and Scrap Materials","S","583","223",2022,2022-12-14,"UP"
"3716","All Other","T","3265","1087",2022,2022-12-14,"UP"
"3717","Containers","U","54357","10149",2022,2022-12-14,"UP"
"3718","Trailers","V","2409","58",2022,2022-12-14,"UP"
"3719","Chemicals","A","17812","2843",2022,2022-12-07,"UP"
"3720","Coal","B","16553","265",2022,2022-12-07,"UP"
"3721","Coke","C","591","41",2022,2022-12-07,"UP"
"3722","Crushed Stone, Sand and Gravel","D","8765","315",2022,2022-12-07,"UP"
"3723","Farm Products except Grain","E","216","84",2022,2022-12-07,"UP"
"3724","Food and Kindred Products","F","2728","2032",2022,2022-12-07,"UP"
"3725","Grain Mill Products","G","3063","583",2022,2022-12-07,"UP"
"3726","Grain","H","6475","1830",2022,2022-12-07,"UP"
"3727","Iron and Steel Scrap","I","789","68",2022,2022-12-07,"UP"
"3728","Lumber and Wood Products","J","1388","658",2022,2022-12-07,"UP"
"3729","Metallic Ores","K","475","121",2022,2022-12-07,"UP"
"3730","Metals","L","1382","1404",2022,2022-12-07,"UP"
"3731","Motor Vehicles and Equipment","M","2556","5303",2022,2022-12-07,"UP"
"3732","Non Metallic Minerals","N","509","178",2022,2022-12-07,"UP"
"3733","Petroleum Products","O","3198","1510",2022,2022-12-07,"UP"
"3734","Primary Forest Products","P","349","160",2022,2022-12-07,"UP"
"3735","Pulp, Paper and Allied Products","Q","861","909",2022,2022-12-07,"UP"
"3736","Stone, Clay and Glass Products","R","2180","492",2022,2022-12-07,"UP"
"3737","Waste and Scrap Materials","S","721","209",2022,2022-12-07,"UP"
"3738","All Other","T","2362","416",2022,2022-12-07,"UP"
"3739","Containers","U","55446","8551",2022,2022-12-07,"UP"
"3740","Trailers","V","2553","46",2022,2022-12-07,"UP"
"3741","Chemicals","A","14368","2807",2022,2022-11-30,"UP"
"3742","Coal","B","13637","236",2022,2022-11-30,"UP"
"3743","Coke","C","705","25",2022,2022-11-30,"UP"
"3744","Crushed Stone, Sand and Gravel","D","6083","423",2022,2022-11-30,"UP"
"3745","Farm Products except Grain","E","117","125",2022,2022-11-30,"UP"
"3746","Food and Kindred Products","F","2114","1889",2022,2022-11-30,"UP"
"3747","Grain Mill Products","G","2780","429",2022,2022-11-30,"UP"
"3748","Grain","H","4797","1636",2022,2022-11-30,"UP"
"3749","Iron and Steel Scrap","I","579","46",2022,2022-11-30,"UP"
"3750","Lumber and Wood Products","J","982","752",2022,2022-11-30,"UP"
"3751","Metallic Ores","K","560","67",2022,2022-11-30,"UP"
"3752","Metals","L","1111","1409",2022,2022-11-30,"UP"
"3753","Motor Vehicles and Equipment","M","2108","5543",2022,2022-11-30,"UP"
"3754","Non Metallic Minerals","N","373","172",2022,2022-11-30,"UP"
"3755","Petroleum Products","O","2473","1404",2022,2022-11-30,"UP"
"3756","Primary Forest Products","P","214","88",2022,2022-11-30,"UP"
"3757","Pulp, Paper and Allied Products","Q","729","861",2022,2022-11-30,"UP"
"3758","Stone, Clay and Glass Products","R","1735","661",2022,2022-11-30,"UP"
"3759","Waste and Scrap Materials","S","497","250",2022,2022-11-30,"UP"
"3760","All Other","T","2794","1179",2022,2022-11-30,"UP"
"3761","Containers","U","42320","10246",2022,2022-11-30,"UP"
"3762","Trailers","V","1718","44",2022,2022-11-30,"UP"
"3763","Chemicals","A","15692","3169",2022,2022-11-23,"UP"
"3764","Coal","B","14084","143",2022,2022-11-23,"UP"
"3765","Coke","C","572","13",2022,2022-11-23,"UP"
"3766","Crushed Stone, Sand and Gravel","D","7758","293",2022,2022-11-23,"UP"
"3767","Farm Products except Grain","E","168","123",2022,2022-11-23,"UP"
"3768","Food and Kindred Products","F","2539","1751",2022,2022-11-23,"UP"
"3769","Grain Mill Products","G","2946","457",2022,2022-11-23,"UP"
"3770","Grain","H","6111","2116",2022,2022-11-23,"UP"
"3771","Iron and Steel Scrap","I","847","126",2022,2022-11-23,"UP"
"3772","Lumber and Wood Products","J","1417","776",2022,2022-11-23,"UP"
"3773","Metallic Ores","K","492","75",2022,2022-11-23,"UP"
"3774","Metals","L","1302","1226",2022,2022-11-23,"UP"
"3775","Motor Vehicles and Equipment","M","2454","5370",2022,2022-11-23,"UP"
"3776","Non Metallic Minerals","N","626","162",2022,2022-11-23,"UP"
"3777","Petroleum Products","O","3043","1618",2022,2022-11-23,"UP"
"3778","Primary Forest Products","P","238","163",2022,2022-11-23,"UP"
"3779","Pulp, Paper and Allied Products","Q","713","926",2022,2022-11-23,"UP"
"3780","Stone, Clay and Glass Products","R","2320","582",2022,2022-11-23,"UP"
"3781","Waste and Scrap Materials","S","722","207",2022,2022-11-23,"UP"
"3782","All Other","T","1957","893",2022,2022-11-23,"UP"
"3783","Containers","U","54241","10273",2022,2022-11-23,"UP"
"3784","Trailers","V","2174","35",2022,2022-11-23,"UP"
"3785","Chemicals","A","16143","2706",2022,2022-11-16,"UP"
"3786","Coal","B","14708","229",2022,2022-11-16,"UP"
"3787","Coke","C","613","33",2022,2022-11-16,"UP"
"3788","Crushed Stone, Sand and Gravel","D","8963","217",2022,2022-11-16,"UP"
"3789","Farm Products except Grain","E","178","161",2022,2022-11-16,"UP"
"3790","Food and Kindred Products","F","2538","1546",2022,2022-11-16,"UP"
"3791","Grain Mill Products","G","3213","400",2022,2022-11-16,"UP"
"3792","Grain","H","5819","1125",2022,2022-11-16,"UP"
"3793","Iron and Steel Scrap","I","733","101",2022,2022-11-16,"UP"
"3794","Lumber and Wood Products","J","1376","659",2022,2022-11-16,"UP"
"3795","Metallic Ores","K","518","82",2022,2022-11-16,"UP"
"3796","Metals","L","1228","1625",2022,2022-11-16,"UP"
"3797","Motor Vehicles and Equipment","M","2762","5384",2022,2022-11-16,"UP"
"3798","Non Metallic Minerals","N","503","170",2022,2022-11-16,"UP"
"3799","Petroleum Products","O","2998","1773",2022,2022-11-16,"UP"
"3800","Primary Forest Products","P","374","97",2022,2022-11-16,"UP"
"3801","Pulp, Paper and Allied Products","Q","769","811",2022,2022-11-16,"UP"
"3802","Stone, Clay and Glass Products","R","2289","736",2022,2022-11-16,"UP"
"3803","Waste and Scrap Materials","S","542","177",2022,2022-11-16,"UP"
"3804","All Other","T","1877","795",2022,2022-11-16,"UP"
"3805","Containers","U","55181","10931",2022,2022-11-16,"UP"
"3806","Trailers","V","2252","39",2022,2022-11-16,"UP"
"3807","Chemicals","A","16706","2599",2022,2022-11-09,"UP"
"3808","Coal","B","16873","127",2022,2022-11-09,"UP"
"3809","Coke","C","707","25",2022,2022-11-09,"UP"
"3810","Crushed Stone, Sand and Gravel","D","8492","231",2022,2022-11-09,"UP"
"3811","Farm Products except Grain","E","224","119",2022,2022-11-09,"UP"
"3812","Food and Kindred Products","F","2680","2110",2022,2022-11-09,"UP"
"3813","Grain Mill Products","G","3061","582",2022,2022-11-09,"UP"
"3814","Grain","H","6244","2248",2022,2022-11-09,"UP"
"3815","Iron and Steel Scrap","I","785","69",2022,2022-11-09,"UP"
"3816","Lumber and Wood Products","J","1494","689",2022,2022-11-09,"UP"
"3817","Metallic Ores","K","525","74",2022,2022-11-09,"UP"
"3818","Metals","L","1275","1738",2022,2022-11-09,"UP"
"3819","Motor Vehicles and Equipment","M","2574","5177",2022,2022-11-09,"UP"
"3820","Non Metallic Minerals","N","607","205",2022,2022-11-09,"UP"
"3821","Petroleum Products","O","3089","1684",2022,2022-11-09,"UP"
"3822","Primary Forest Products","P","262","168",2022,2022-11-09,"UP"
"3823","Pulp, Paper and Allied Products","Q","839","865",2022,2022-11-09,"UP"
"3824","Stone, Clay and Glass Products","R","2704","645",2022,2022-11-09,"UP"
"3825","Waste and Scrap Materials","S","615","93",2022,2022-11-09,"UP"
"3826","All Other","T","2731","864",2022,2022-11-09,"UP"
"3827","Containers","U","54596","10475",2022,2022-11-09,"UP"
"3828","Trailers","V","2213","33",2022,2022-11-09,"UP"
"3829","Chemicals","A","15400","2868",2022,2022-11-02,"UP"
"3830","Coal","B","16462","260",2022,2022-11-02,"UP"
"3831","Coke","C","477","39",2022,2022-11-02,"UP"
"3832","Crushed Stone, Sand and Gravel","D","9142","195",2022,2022-11-02,"UP"
"3833","Farm Products except Grain","E","209","96",2022,2022-11-02,"UP"
"3834","Food and Kindred Products","F","2543","1968",2022,2022-11-02,"UP"
"3835","Grain Mill Products","G","3075","272",2022,2022-11-02,"UP"
"3836","Grain","H","6670","1878",2022,2022-11-02,"UP"
"3837","Iron and Steel Scrap","I","886","70",2022,2022-11-02,"UP"
"3838","Lumber and Wood Products","J","1502","670",2022,2022-11-02,"UP"
"3839","Metallic Ores","K","456","50",2022,2022-11-02,"UP"
"3840","Metals","L","1363","1455",2022,2022-11-02,"UP"
"3841","Motor Vehicles and Equipment","M","2713","5878",2022,2022-11-02,"UP"
"3842","Non Metallic Minerals","N","542","170",2022,2022-11-02,"UP"
"3843","Petroleum Products","O","2702","1206",2022,2022-11-02,"UP"
"3844","Primary Forest Products","P","405","84",2022,2022-11-02,"UP"
"3845","Pulp, Paper and Allied Products","Q","704","898",2022,2022-11-02,"UP"
"3846","Stone, Clay and Glass Products","R","2623","567",2022,2022-11-02,"UP"
"3847","Waste and Scrap Materials","S","593","48",2022,2022-11-02,"UP"
"3848","All Other","T","2696","1290",2022,2022-11-02,"UP"
"3849","Containers","U","58330","11752",2022,2022-11-02,"UP"
"3850","Trailers","V","2354","37",2022,2022-11-02,"UP"
"3851","Chemicals","A","16361","2806",2022,2022-10-26,"UP"
"3852","Coal","B","17363","263",2022,2022-10-26,"UP"
"3853","Coke","C","657","11",2022,2022-10-26,"UP"
"3854","Crushed Stone, Sand and Gravel","D","7877","168",2022,2022-10-26,"UP"
"3855","Farm Products except Grain","E","209","99",2022,2022-10-26,"UP"
"3856","Food and Kindred Products","F","2626","2428",2022,2022-10-26,"UP"
"3857","Grain Mill Products","G","3430","316",2022,2022-10-26,"UP"
"3858","Grain","H","5967","1591",2022,2022-10-26,"UP"
"3859","Iron and Steel Scrap","I","917","70",2022,2022-10-26,"UP"
"3860","Lumber and Wood Products","J","1487","707",2022,2022-10-26,"UP"
"3861","Metallic Ores","K","247","66",2022,2022-10-26,"UP"
"3862","Metals","L","1241","1593",2022,2022-10-26,"UP"
"3863","Motor Vehicles and Equipment","M","2698","5482",2022,2022-10-26,"UP"
"3864","Non Metallic Minerals","N","494","155",2022,2022-10-26,"UP"
"3865","Petroleum Products","O","3270","1285",2022,2022-10-26,"UP"
"3866","Primary Forest Products","P","160","172",2022,2022-10-26,"UP"
"3867","Pulp, Paper and Allied Products","Q","787","895",2022,2022-10-26,"UP"
"3868","Stone, Clay and Glass Products","R","2616","604",2022,2022-10-26,"UP"
"3869","Waste and Scrap Materials","S","617","144",2022,2022-10-26,"UP"
"3870","All Other","T","3484","1233",2022,2022-10-26,"UP"
"3871","Containers","U","59028","11459",2022,2022-10-26,"UP"
"3872","Trailers","V","2351","28",2022,2022-10-26,"UP"
"3873","Chemicals","A","15884","2978",2022,2022-10-19,"UP"
"3874","Coal","B","16465","256",2022,2022-10-19,"UP"
"3875","Coke","C","413","4",2022,2022-10-19,"UP"
"3876","Crushed Stone, Sand and Gravel","D","9492","160",2022,2022-10-19,"UP"
"3877","Farm Products except Grain","E","232","116",2022,2022-10-19,"UP"
"3878","Food and Kindred Products","F","2579","2144",2022,2022-10-19,"UP"
"3879","Grain Mill Products","G","3062","386",2022,2022-10-19,"UP"
"3880","Grain","H","6479","1734",2022,2022-10-19,"UP"
"3881","Iron and Steel Scrap","I","818","118",2022,2022-10-19,"UP"
"3882","Lumber and Wood Products","J","1353","674",2022,2022-10-19,"UP"
"3883","Metallic Ores","K","577","89",2022,2022-10-19,"UP"
"3884","Metals","L","1207","1425",2022,2022-10-19,"UP"
"3885","Motor Vehicles and Equipment","M","2664","5606",2022,2022-10-19,"UP"
"3886","Non Metallic Minerals","N","1177","147",2022,2022-10-19,"UP"
"3887","Petroleum Products","O","2848","1399",2022,2022-10-19,"UP"
"3888","Primary Forest Products","P","334","87",2022,2022-10-19,"UP"
"3889","Pulp, Paper and Allied Products","Q","648","603",2022,2022-10-19,"UP"
"3890","Stone, Clay and Glass Products","R","2573","669",2022,2022-10-19,"UP"
"3891","Waste and Scrap Materials","S","631","111",2022,2022-10-19,"UP"
"3892","All Other","T","2100","891",2022,2022-10-19,"UP"
"3893","Containers","U","57956","12131",2022,2022-10-19,"UP"
"3894","Trailers","V","2288","33",2022,2022-10-19,"UP"
"3895","Chemicals","A","15392","3021",2022,2022-10-12,"UP"
"3896","Coal","B","17052","273",2022,2022-10-12,"UP"
"3897","Coke","C","524","23",2022,2022-10-12,"UP"
"3898","Crushed Stone, Sand and Gravel","D","8843","137",2022,2022-10-12,"UP"
"3899","Farm Products except Grain","E","177","80",2022,2022-10-12,"UP"
"3900","Food and Kindred Products","F","2652","2322",2022,2022-10-12,"UP"
"3901","Grain Mill Products","G","2975","353",2022,2022-10-12,"UP"
"3902","Grain","H","5550","1675",2022,2022-10-12,"UP"
"3903","Iron and Steel Scrap","I","759","153",2022,2022-10-12,"UP"
"3904","Lumber and Wood Products","J","1432","744",2022,2022-10-12,"UP"
"3905","Metallic Ores","K","572","50",2022,2022-10-12,"UP"
"3906","Metals","L","1243","1785",2022,2022-10-12,"UP"
"3907","Motor Vehicles and Equipment","M","2089","5978",2022,2022-10-12,"UP"
"3908","Non Metallic Minerals","N","1409","226",2022,2022-10-12,"UP"
"3909","Petroleum Products","O","2992","1436",2022,2022-10-12,"UP"
"3910","Primary Forest Products","P","325","157",2022,2022-10-12,"UP"
"3911","Pulp, Paper and Allied Products","Q","807","915",2022,2022-10-12,"UP"
"3912","Stone, Clay and Glass Products","R","2928","848",2022,2022-10-12,"UP"
"3913","Waste and Scrap Materials","S","681","145",2022,2022-10-12,"UP"
"3914","All Other","T","2761","982",2022,2022-10-12,"UP"
"3915","Containers","U","56684","10606",2022,2022-10-12,"UP"
"3916","Trailers","V","2244","53",2022,2022-10-12,"UP"
"3917","Chemicals","A","15637","3092",2022,2022-10-05,"UP"
"3918","Coal","B","17323","140",2022,2022-10-05,"UP"
"3919","Coke","C","379","38",2022,2022-10-05,"UP"
"3920","Crushed Stone, Sand and Gravel","D","9006","437",2022,2022-10-05,"UP"
"3921","Farm Products except Grain","E","202","100",2022,2022-10-05,"UP"
"3922","Food and Kindred Products","F","2691","2590",2022,2022-10-05,"UP"
"3923","Grain Mill Products","G","2539","425",2022,2022-10-05,"UP"
"3924","Grain","H","6285","764",2022,2022-10-05,"UP"
"3925","Iron and Steel Scrap","I","829","144",2022,2022-10-05,"UP"
"3926","Lumber and Wood Products","J","1531","777",2022,2022-10-05,"UP"
"3927","Metallic Ores","K","577","29",2022,2022-10-05,"UP"
"3928","Metals","L","1354","1474",2022,2022-10-05,"UP"
"3929","Motor Vehicles and Equipment","M","2311","6124",2022,2022-10-05,"UP"
"3930","Non Metallic Minerals","N","1322","120",2022,2022-10-05,"UP"
"3931","Petroleum Products","O","2573","1058",2022,2022-10-05,"UP"
"3932","Primary Forest Products","P","401","169",2022,2022-10-05,"UP"
"3933","Pulp, Paper and Allied Products","Q","901","972",2022,2022-10-05,"UP"
"3934","Stone, Clay and Glass Products","R","2871","766",2022,2022-10-05,"UP"
"3935","Waste and Scrap Materials","S","661","131",2022,2022-10-05,"UP"
"3936","All Other","T","2366","852",2022,2022-10-05,"UP"
"3937","Containers","U","59578","10655",2022,2022-10-05,"UP"
"3938","Trailers","V","2238","69",2022,2022-10-05,"UP"
"3939","Chemicals","A","15788","3299",2022,2022-09-28,"UP"
"3940","Coal","B","18111","145",2022,2022-09-28,"UP"
"3941","Coke","C","648","33",2022,2022-09-28,"UP"
"3942","Crushed Stone, Sand and Gravel","D","8171","196",2022,2022-09-28,"UP"
"3943","Farm Products except Grain","E","126","107",2022,2022-09-28,"UP"
"3944","Food and Kindred Products","F","2660","2128",2022,2022-09-28,"UP"
"3945","Grain Mill Products","G","2586","449",2022,2022-09-28,"UP"
"3946","Grain","H","5007","988",2022,2022-09-28,"UP"
"3947","Iron and Steel Scrap","I","892","191",2022,2022-09-28,"UP"
"3948","Lumber and Wood Products","J","1573","777",2022,2022-09-28,"UP"
"3949","Metallic Ores","K","559","68",2022,2022-09-28,"UP"
"3950","Metals","L","1384","1567",2022,2022-09-28,"UP"
"3951","Motor Vehicles and Equipment","M","2160","4983",2022,2022-09-28,"UP"
"3952","Non Metallic Minerals","N","1163","152",2022,2022-09-28,"UP"
"3953","Petroleum Products","O","2659","1373",2022,2022-09-28,"UP"
"3954","Primary Forest Products","P","391","95",2022,2022-09-28,"UP"
"3955","Pulp, Paper and Allied Products","Q","828","827",2022,2022-09-28,"UP"
"3956","Stone, Clay and Glass Products","R","2459","691",2022,2022-09-28,"UP"
"3957","Waste and Scrap Materials","S","649","150",2022,2022-09-28,"UP"
"3958","All Other","T","2082","819",2022,2022-09-28,"UP"
"3959","Containers","U","57500","11130",2022,2022-09-28,"UP"
"3960","Trailers","V","2394","63",2022,2022-09-28,"UP"
"3961","Chemicals","A","16957","3031",2022,2022-09-21,"UP"
"3962","Coal","B","18649","276",2022,2022-09-21,"UP"
"3963","Coke","C","789","35",2022,2022-09-21,"UP"
"3964","Crushed Stone, Sand and Gravel","D","9295","350",2022,2022-09-21,"UP"
"3965","Farm Products except Grain","E","134","101",2022,2022-09-21,"UP"
"3966","Food and Kindred Products","F","2666","2119",2022,2022-09-21,"UP"
"3967","Grain Mill Products","G","2856","346",2022,2022-09-21,"UP"
"3968","Grain","H","5421","916",2022,2022-09-21,"UP"
"3969","Iron and Steel Scrap","I","806","110",2022,2022-09-21,"UP"
"3970","Lumber and Wood Products","J","1602","606",2022,2022-09-21,"UP"
"3971","Metallic Ores","K","584","81",2022,2022-09-21,"UP"
"3972","Metals","L","1354","1490",2022,2022-09-21,"UP"
"3973","Motor Vehicles and Equipment","M","2487","5439",2022,2022-09-21,"UP"
"3974","Non Metallic Minerals","N","1318","130",2022,2022-09-21,"UP"
"3975","Petroleum Products","O","3043","1219",2022,2022-09-21,"UP"
"3976","Primary Forest Products","P","210","81",2022,2022-09-21,"UP"
"3977","Pulp, Paper and Allied Products","Q","724","1071",2022,2022-09-21,"UP"
"3978","Stone, Clay and Glass Products","R","2582","794",2022,2022-09-21,"UP"
"3979","Waste and Scrap Materials","S","530","181",2022,2022-09-21,"UP"
"3980","All Other","T","2315","975",2022,2022-09-21,"UP"
"3981","Containers","U","54921","10849",2022,2022-09-21,"UP"
"3982","Trailers","V","2012","60",2022,2022-09-21,"UP"
"3983","Chemicals","A","15033","2834",2022,2022-09-14,"UP"
"3984","Coal","B","17064","152",2022,2022-09-14,"UP"
"3985","Coke","C","531","42",2022,2022-09-14,"UP"
"3986","Crushed Stone, Sand and Gravel","D","7759","151",2022,2022-09-14,"UP"
"3987","Farm Products except Grain","E","124","143",2022,2022-09-14,"UP"
"3988","Food and Kindred Products","F","2430","2152",2022,2022-09-14,"UP"
"3989","Grain Mill Products","G","2884","364",2022,2022-09-14,"UP"
"3990","Grain","H","4832","550",2022,2022-09-14,"UP"
"3991","Iron and Steel Scrap","I","604","65",2022,2022-09-14,"UP"
"3992","Lumber and Wood Products","J","1373","939",2022,2022-09-14,"UP"
"3993","Metallic Ores","K","386","79",2022,2022-09-14,"UP"
"3994","Metals","L","1174","1838",2022,2022-09-14,"UP"
"3995","Motor Vehicles and Equipment","M","2330","5810",2022,2022-09-14,"UP"
"3996","Non Metallic Minerals","N","889","160",2022,2022-09-14,"UP"
"3997","Petroleum Products","O","2541","1526",2022,2022-09-14,"UP"
"3998","Primary Forest Products","P","390","163",2022,2022-09-14,"UP"
"3999","Pulp, Paper and Allied Products","Q","847","990",2022,2022-09-14,"UP"
"4000","Stone, Clay and Glass Products","R","2399","706",2022,2022-09-14,"UP"
"4001","Waste and Scrap Materials","S","565","251",2022,2022-09-14,"UP"
"4002","All Other","T","2217","1048",2022,2022-09-14,"UP"
"4003","Containers","U","52071","10961",2022,2022-09-14,"UP"
"4004","Trailers","V","2059","57",2022,2022-09-14,"UP"
"4005","Chemicals","A","15878","3304",2022,2022-09-07,"UP"
"4006","Coal","B","18475","134",2022,2022-09-07,"UP"
"4007","Coke","C","449","17",2022,2022-09-07,"UP"
"4008","Crushed Stone, Sand and Gravel","D","7957","163",2022,2022-09-07,"UP"
"4009","Farm Products except Grain","E","150","147",2022,2022-09-07,"UP"
"4010","Food and Kindred Products","F","2528","2160",2022,2022-09-07,"UP"
"4011","Grain Mill Products","G","3089","302",2022,2022-09-07,"UP"
"4012","Grain","H","5585","489",2022,2022-09-07,"UP"
"4013","Iron and Steel Scrap","I","705","91",2022,2022-09-07,"UP"
"4014","Lumber and Wood Products","J","1518","836",2022,2022-09-07,"UP"
"4015","Metallic Ores","K","576","77",2022,2022-09-07,"UP"
"4016","Metals","L","1503","1478",2022,2022-09-07,"UP"
"4017","Motor Vehicles and Equipment","M","2598","5125",2022,2022-09-07,"UP"
"4018","Non Metallic Minerals","N","1287","163",2022,2022-09-07,"UP"
"4019","Petroleum Products","O","2879","1250",2022,2022-09-07,"UP"
"4020","Primary Forest Products","P","410","86",2022,2022-09-07,"UP"
"4021","Pulp, Paper and Allied Products","Q","835","982",2022,2022-09-07,"UP"
"4022","Stone, Clay and Glass Products","R","2252","751",2022,2022-09-07,"UP"
"4023","Waste and Scrap Materials","S","620","217",2022,2022-09-07,"UP"
"4024","All Other","T","3487","1264",2022,2022-09-07,"UP"
"4025","Containers","U","59595","10955",2022,2022-09-07,"UP"
"4026","Trailers","V","2457","36",2022,2022-09-07,"UP"
"4027","Chemicals","A","16418","3354",2022,2022-08-31,"UP"
"4028","Coal","B","19823","16",2022,2022-08-31,"UP"
"4029","Coke","C","927","31",2022,2022-08-31,"UP"
"4030","Crushed Stone, Sand and Gravel","D","7934","211",2022,2022-08-31,"UP"
"4031","Farm Products except Grain","E","149","67",2022,2022-08-31,"UP"
"4032","Food and Kindred Products","F","2520","1949",2022,2022-08-31,"UP"
"4033","Grain Mill Products","G","3069","591",2022,2022-08-31,"UP"
"4034","Grain","H","5754","1095",2022,2022-08-31,"UP"
"4035","Iron and Steel Scrap","I","814","74",2022,2022-08-31,"UP"
"4036","Lumber and Wood Products","J","1540","850",2022,2022-08-31,"UP"
"4037","Metallic Ores","K","530","102",2022,2022-08-31,"UP"
"4038","Metals","L","1481","1761",2022,2022-08-31,"UP"
"4039","Motor Vehicles and Equipment","M","2696","5177",2022,2022-08-31,"UP"
"4040","Non Metallic Minerals","N","999","185",2022,2022-08-31,"UP"
"4041","Petroleum Products","O","2837","1619",2022,2022-08-31,"UP"
"4042","Primary Forest Products","P","277","81",2022,2022-08-31,"UP"
"4043","Pulp, Paper and Allied Products","Q","950","968",2022,2022-08-31,"UP"
"4044","Stone, Clay and Glass Products","R","2374","887",2022,2022-08-31,"UP"
"4045","Waste and Scrap Materials","S","652","213",2022,2022-08-31,"UP"
"4046","All Other","T","3269","1384",2022,2022-08-31,"UP"
"4047","Containers","U","59240","10881",2022,2022-08-31,"UP"
"4048","Trailers","V","2339","44",2022,2022-08-31,"UP"
"4049","Chemicals","A","16431","3320",2022,2022-08-24,"UP"
"4050","Coal","B","16435","145",2022,2022-08-24,"UP"
"4051","Coke","C","622","38",2022,2022-08-24,"UP"
"4052","Crushed Stone, Sand and Gravel","D","7928","145",2022,2022-08-24,"UP"
"4053","Farm Products except Grain","E","135","132",2022,2022-08-24,"UP"
"4054","Food and Kindred Products","F","2476","2088",2022,2022-08-24,"UP"
"4055","Grain Mill Products","G","3151","312",2022,2022-08-24,"UP"
"4056","Grain","H","5789","1115",2022,2022-08-24,"UP"
"4057","Iron and Steel Scrap","I","803","51",2022,2022-08-24,"UP"
"4058","Lumber and Wood Products","J","1610","1017",2022,2022-08-24,"UP"
"4059","Metallic Ores","K","560","94",2022,2022-08-24,"UP"
"4060","Metals","L","1255","1470",2022,2022-08-24,"UP"
"4061","Motor Vehicles and Equipment","M","2448","5208",2022,2022-08-24,"UP"
"4062","Non Metallic Minerals","N","873","203",2022,2022-08-24,"UP"
"4063","Petroleum Products","O","2655","1534",2022,2022-08-24,"UP"
"4064","Primary Forest Products","P","414","161",2022,2022-08-24,"UP"
"4065","Pulp, Paper and Allied Products","Q","872","1010",2022,2022-08-24,"UP"
"4066","Stone, Clay and Glass Products","R","2451","738",2022,2022-08-24,"UP"
"4067","Waste and Scrap Materials","S","726","283",2022,2022-08-24,"UP"
"4068","All Other","T","1888","534",2022,2022-08-24,"UP"
"4069","Containers","U","59589","11528",2022,2022-08-24,"UP"
"4070","Trailers","V","2258","50",2022,2022-08-24,"UP"
