"","Commodity Group","Commodity Group Code","Originated","Received","Year","Week","Company"
"4071","Chemicals","A","16785","2937",2022,2022-08-17,"UP"
"4072","Coal","B","16177","267",2022,2022-08-17,"UP"
"4073","Coke","C","816","38",2022,2022-08-17,"UP"
"4074","Crushed Stone, Sand and Gravel","D","8380","124",2022,2022-08-17,"UP"
"4075","Farm Products except Grain","E","177","114",2022,2022-08-17,"UP"
"4076","Food and Kindred Products","F","2603","2267",2022,2022-08-17,"UP"
"4077","Grain Mill Products","G","3148","619",2022,2022-08-17,"UP"
"4078","Grain","H","6821","591",2022,2022-08-17,"UP"
"4079","Iron and Steel Scrap","I","859","77",2022,2022-08-17,"UP"
"4080","Lumber and Wood Products","J","1620","895",2022,2022-08-17,"UP"
"4081","Metallic Ores","K","589","77",2022,2022-08-17,"UP"
"4082","Metals","L","1390","1629",2022,2022-08-17,"UP"
"4083","Motor Vehicles and Equipment","M","2446","5496",2022,2022-08-17,"UP"
"4084","Non Metallic Minerals","N","1375","157",2022,2022-08-17,"UP"
"4085","Petroleum Products","O","2834","1464",2022,2022-08-17,"UP"
"4086","Primary Forest Products","P","323","170",2022,2022-08-17,"UP"
"4087","Pulp, Paper and Allied Products","Q","1006","995",2022,2022-08-17,"UP"
"4088","Stone, Clay and Glass Products","R","2551","758",2022,2022-08-17,"UP"
"4089","Waste and Scrap Materials","S","553","271",2022,2022-08-17,"UP"
"4090","All Other","T","2372","980",2022,2022-08-17,"UP"
"4091","Containers","U","57718","10713",2022,2022-08-17,"UP"
"4092","Trailers","V","2305","59",2022,2022-08-17,"UP"
"4093","Chemicals","A","16253","3103",2022,2022-08-10,"UP"
"4094","Coal","B","16444","149",2022,2022-08-10,"UP"
"4095","Coke","C","1204","39",2022,2022-08-10,"UP"
"4096","Crushed Stone, Sand and Gravel","D","8347","149",2022,2022-08-10,"UP"
"4097","Farm Products except Grain","E","84","85",2022,2022-08-10,"UP"
"4098","Food and Kindred Products","F","2466","2301",2022,2022-08-10,"UP"
"4099","Grain Mill Products","G","2912","351",2022,2022-08-10,"UP"
"4100","Grain","H","5927","505",2022,2022-08-10,"UP"
"4101","Iron and Steel Scrap","I","662","68",2022,2022-08-10,"UP"
"4102","Lumber and Wood Products","J","1562","842",2022,2022-08-10,"UP"
"4103","Metallic Ores","K","671","79",2022,2022-08-10,"UP"
"4104","Metals","L","1285","1835",2022,2022-08-10,"UP"
"4105","Motor Vehicles and Equipment","M","2306","5368",2022,2022-08-10,"UP"
"4106","Non Metallic Minerals","N","1277","136",2022,2022-08-10,"UP"
"4107","Petroleum Products","O","2873","1708",2022,2022-08-10,"UP"
"4108","Primary Forest Products","P","242","166",2022,2022-08-10,"UP"
"4109","Pulp, Paper and Allied Products","Q","970","1028",2022,2022-08-10,"UP"
"4110","Stone, Clay and Glass Products","R","2623","715",2022,2022-08-10,"UP"
"4111","Waste and Scrap Materials","S","583","241",2022,2022-08-10,"UP"
"4112","All Other","T","1546","981",2022,2022-08-10,"UP"
"4113","Containers","U","58764","11638",2022,2022-08-10,"UP"
"4114","Trailers","V","2484","48",2022,2022-08-10,"UP"
"4115","Chemicals","A","17168","3082",2022,2022-08-03,"UP"
"4116","Coal","B","16291","268",2022,2022-08-03,"UP"
"4117","Coke","C","711","27",2022,2022-08-03,"UP"
"4118","Crushed Stone, Sand and Gravel","D","8211","186",2022,2022-08-03,"UP"
"4119","Farm Products except Grain","E","123","162",2022,2022-08-03,"UP"
"4120","Food and Kindred Products","F","2521","2111",2022,2022-08-03,"UP"
"4121","Grain Mill Products","G","3351","366",2022,2022-08-03,"UP"
"4122","Grain","H","5612","936",2022,2022-08-03,"UP"
"4123","Iron and Steel Scrap","I","882","53",2022,2022-08-03,"UP"
"4124","Lumber and Wood Products","J","1652","868",2022,2022-08-03,"UP"
"4125","Metallic Ores","K","552","56",2022,2022-08-03,"UP"
"4126","Metals","L","1199","1809",2022,2022-08-03,"UP"
"4127","Motor Vehicles and Equipment","M","2425","4378",2022,2022-08-03,"UP"
"4128","Non Metallic Minerals","N","1348","129",2022,2022-08-03,"UP"
"4129","Petroleum Products","O","2622","1631",2022,2022-08-03,"UP"
"4130","Primary Forest Products","P","311","85",2022,2022-08-03,"UP"
"4131","Pulp, Paper and Allied Products","Q","926","1027",2022,2022-08-03,"UP"
"4132","Stone, Clay and Glass Products","R","1972","768",2022,2022-08-03,"UP"
"4133","Waste and Scrap Materials","S","588","270",2022,2022-08-03,"UP"
"4134","All Other","T","2071","859",2022,2022-08-03,"UP"
"4135","Containers","U","59376","11305",2022,2022-08-03,"UP"
"4136","Trailers","V","2482","48",2022,2022-08-03,"UP"
"4137","Chemicals","A","15894","3092",2022,2022-07-27,"UP"
"4138","Coal","B","15387","142",2022,2022-07-27,"UP"
"4139","Coke","C","586","39",2022,2022-07-27,"UP"
"4140","Crushed Stone, Sand and Gravel","D","8076","191",2022,2022-07-27,"UP"
"4141","Farm Products except Grain","E","122","109",2022,2022-07-27,"UP"
"4142","Food and Kindred Products","F","2456","2246",2022,2022-07-27,"UP"
"4143","Grain Mill Products","G","2991","303",2022,2022-07-27,"UP"
"4144","Grain","H","5016","463",2022,2022-07-27,"UP"
"4145","Iron and Steel Scrap","I","897","56",2022,2022-07-27,"UP"
"4146","Lumber and Wood Products","J","1605","970",2022,2022-07-27,"UP"
"4147","Metallic Ores","K","452","122",2022,2022-07-27,"UP"
"4148","Metals","L","1318","1498",2022,2022-07-27,"UP"
"4149","Motor Vehicles and Equipment","M","2015","4464",2022,2022-07-27,"UP"
"4150","Non Metallic Minerals","N","1392","139",2022,2022-07-27,"UP"
"4151","Petroleum Products","O","2844","1835",2022,2022-07-27,"UP"
"4152","Primary Forest Products","P","328","85",2022,2022-07-27,"UP"
"4153","Pulp, Paper and Allied Products","Q","783","1034",2022,2022-07-27,"UP"
"4154","Stone, Clay and Glass Products","R","2239","749",2022,2022-07-27,"UP"
"4155","Waste and Scrap Materials","S","544","213",2022,2022-07-27,"UP"
"4156","All Other","T","2161","544",2022,2022-07-27,"UP"
"4157","Containers","U","58897","10635",2022,2022-07-27,"UP"
"4158","Trailers","V","2562","58",2022,2022-07-27,"UP"
"4159","Chemicals","A","16470","2653",2022,2022-07-20,"UP"
"4160","Coal","B","16737","144",2022,2022-07-20,"UP"
"4161","Coke","C","789","37",2022,2022-07-20,"UP"
"4162","Crushed Stone, Sand and Gravel","D","7991","93",2022,2022-07-20,"UP"
"4163","Farm Products except Grain","E","153","110",2022,2022-07-20,"UP"
"4164","Food and Kindred Products","F","2473","1985",2022,2022-07-20,"UP"
"4165","Grain Mill Products","G","3318","372",2022,2022-07-20,"UP"
"4166","Grain","H","5461","417",2022,2022-07-20,"UP"
"4167","Iron and Steel Scrap","I","877","65",2022,2022-07-20,"UP"
"4168","Lumber and Wood Products","J","1614","909",2022,2022-07-20,"UP"
"4169","Metallic Ores","K","848","58",2022,2022-07-20,"UP"
"4170","Metals","L","39","1596",2022,2022-07-20,"UP"
"4171","Motor Vehicles and Equipment","M","2063","4991",2022,2022-07-20,"UP"
"4172","Non Metallic Minerals","N","1351","205",2022,2022-07-20,"UP"
"4173","Petroleum Products","O","3035","1475",2022,2022-07-20,"UP"
"4174","Primary Forest Products","P","203","44",2022,2022-07-20,"UP"
"4175","Pulp, Paper and Allied Products","Q","960","1068",2022,2022-07-20,"UP"
"4176","Stone, Clay and Glass Products","R","2529","796",2022,2022-07-20,"UP"
"4177","Waste and Scrap Materials","S","628","233",2022,2022-07-20,"UP"
"4178","All Other","T","2004","841",2022,2022-07-20,"UP"
"4179","Containers","U","61388","10074",2022,2022-07-20,"UP"
"4180","Trailers","V","2378","49",2022,2022-07-20,"UP"
"4181","Chemicals","A","15165","3039",2022,2022-07-13,"UP"
"4182","Coal","B","15622","19",2022,2022-07-13,"UP"
"4183","Coke","C","787","46",2022,2022-07-13,"UP"
"4184","Crushed Stone, Sand and Gravel","D","7240","102",2022,2022-07-13,"UP"
"4185","Farm Products except Grain","E","128","94",2022,2022-07-13,"UP"
"4186","Food and Kindred Products","F","2153","1949",2022,2022-07-13,"UP"
"4187","Grain Mill Products","G","3256","636",2022,2022-07-13,"UP"
"4188","Grain","H","4527","665",2022,2022-07-13,"UP"
"4189","Iron and Steel Scrap","I","649","124",2022,2022-07-13,"UP"
"4190","Lumber and Wood Products","J","1277","923",2022,2022-07-13,"UP"
"4191","Metallic Ores","K","338","30",2022,2022-07-13,"UP"
"4192","Metals","L","-1318","1799",2022,2022-07-13,"UP"
"4193","Motor Vehicles and Equipment","M","1726","4923",2022,2022-07-13,"UP"
"4194","Non Metallic Minerals","N","976","162",2022,2022-07-13,"UP"
"4195","Petroleum Products","O","2361","1796",2022,2022-07-13,"UP"
"4196","Primary Forest Products","P","377","81",2022,2022-07-13,"UP"
"4197","Pulp, Paper and Allied Products","Q","897","1083",2022,2022-07-13,"UP"
"4198","Stone, Clay and Glass Products","R","2420","761",2022,2022-07-13,"UP"
"4199","Waste and Scrap Materials","S","567","301",2022,2022-07-13,"UP"
"4200","All Other","T","2122","907",2022,2022-07-13,"UP"
"4201","Containers","U","50721","9004",2022,2022-07-13,"UP"
"4202","Trailers","V","2114","59",2022,2022-07-13,"UP"
"4203","Chemicals","A","17500","2966",2022,2022-07-06,"UP"
"4204","Coal","B","15579","137",2022,2022-07-06,"UP"
"4205","Coke","C","627","33",2022,2022-07-06,"UP"
"4206","Crushed Stone, Sand and Gravel","D","7760","139",2022,2022-07-06,"UP"
"4207","Farm Products except Grain","E","122","81",2022,2022-07-06,"UP"
"4208","Food and Kindred Products","F","2394","2050",2022,2022-07-06,"UP"
"4209","Grain Mill Products","G","3192","361",2022,2022-07-06,"UP"
"4210","Grain","H","6260","585",2022,2022-07-06,"UP"
"4211","Iron and Steel Scrap","I","932","183",2022,2022-07-06,"UP"
"4212","Lumber and Wood Products","J","1631","1027",2022,2022-07-06,"UP"
"4213","Metallic Ores","K","577","100",2022,2022-07-06,"UP"
"4214","Metals","L","1327","1734",2022,2022-07-06,"UP"
"4215","Motor Vehicles and Equipment","M","1995","5243",2022,2022-07-06,"UP"
"4216","Non Metallic Minerals","N","1387","152",2022,2022-07-06,"UP"
"4217","Petroleum Products","O","2879","1515",2022,2022-07-06,"UP"
"4218","Primary Forest Products","P","301","167",2022,2022-07-06,"UP"
"4219","Pulp, Paper and Allied Products","Q","967","876",2022,2022-07-06,"UP"
"4220","Stone, Clay and Glass Products","R","2457","729",2022,2022-07-06,"UP"
"4221","Waste and Scrap Materials","S","638","235",2022,2022-07-06,"UP"
"4222","All Other","T","2168","709",2022,2022-07-06,"UP"
"4223","Containers","U","60933","10381",2022,2022-07-06,"UP"
"4224","Trailers","V","2588","43",2022,2022-07-06,"UP"
"4225","Chemicals","A","15834","3091",2022,2022-06-29,"UP"
"4226","Coal","B","12627","132",2022,2022-06-29,"UP"
"4227","Coke","C","798","31",2022,2022-06-29,"UP"
"4228","Crushed Stone, Sand and Gravel","D","8366","187",2022,2022-06-29,"UP"
"4229","Farm Products except Grain","E","113","110",2022,2022-06-29,"UP"
"4230","Food and Kindred Products","F","2412","1862",2022,2022-06-29,"UP"
"4231","Grain Mill Products","G","3470","610",2022,2022-06-29,"UP"
"4232","Grain","H","6004","629",2022,2022-06-29,"UP"
"4233","Iron and Steel Scrap","I","910","124",2022,2022-06-29,"UP"
"4234","Lumber and Wood Products","J","1543","1012",2022,2022-06-29,"UP"
"4235","Metallic Ores","K","556","64",2022,2022-06-29,"UP"
"4236","Metals","L","1185","1369",2022,2022-06-29,"UP"
"4237","Motor Vehicles and Equipment","M","1800","5108",2022,2022-06-29,"UP"
"4238","Non Metallic Minerals","N","1172","192",2022,2022-06-29,"UP"
"4239","Petroleum Products","O","3119","1496",2022,2022-06-29,"UP"
"4240","Primary Forest Products","P","404","83",2022,2022-06-29,"UP"
"4241","Pulp, Paper and Allied Products","Q","847","837",2022,2022-06-29,"UP"
"4242","Stone, Clay and Glass Products","R","2476","788",2022,2022-06-29,"UP"
"4243","Waste and Scrap Materials","S","586","250",2022,2022-06-29,"UP"
"4244","All Other","T","2258","794",2022,2022-06-29,"UP"
"4245","Containers","U","58232","10539",2022,2022-06-29,"UP"
"4246","Trailers","V","2722","55",2022,2022-06-29,"UP"
"4247","Chemicals","A","16768","3183",2022,2022-06-22,"UP"
"4248","Coal","B","16093","258",2022,2022-06-22,"UP"
"4249","Coke","C","622","27",2022,2022-06-22,"UP"
"4250","Crushed Stone, Sand and Gravel","D","7994","147",2022,2022-06-22,"UP"
"4251","Farm Products except Grain","E","115","119",2022,2022-06-22,"UP"
"4252","Food and Kindred Products","F","2479","1907",2022,2022-06-22,"UP"
"4253","Grain Mill Products","G","3089","295",2022,2022-06-22,"UP"
"4254","Grain","H","5316","913",2022,2022-06-22,"UP"
"4255","Iron and Steel Scrap","I","983","96",2022,2022-06-22,"UP"
"4256","Lumber and Wood Products","J","1627","1015",2022,2022-06-22,"UP"
"4257","Metallic Ores","K","635","41",2022,2022-06-22,"UP"
"4258","Metals","L","1311","1530",2022,2022-06-22,"UP"
"4259","Motor Vehicles and Equipment","M","2212","4690",2022,2022-06-22,"UP"
"4260","Non Metallic Minerals","N","1278","142",2022,2022-06-22,"UP"
"4261","Petroleum Products","O","2683","1474",2022,2022-06-22,"UP"
"4262","Primary Forest Products","P","415","166",2022,2022-06-22,"UP"
"4263","Pulp, Paper and Allied Products","Q","868","884",2022,2022-06-22,"UP"
"4264","Stone, Clay and Glass Products","R","2390","653",2022,2022-06-22,"UP"
"4265","Waste and Scrap Materials","S","533","177",2022,2022-06-22,"UP"
"4266","All Other","T","2376","935",2022,2022-06-22,"UP"
"4267","Containers","U","60576","10598",2022,2022-06-22,"UP"
"4268","Trailers","V","2710","54",2022,2022-06-22,"UP"
"4269","Chemicals","A","15817","3000",2022,2022-06-15,"UP"
"4270","Coal","B","15553","150",2022,2022-06-15,"UP"
"4271","Coke","C","796","46",2022,2022-06-15,"UP"
"4272","Crushed Stone, Sand and Gravel","D","8370","77",2022,2022-06-15,"UP"
"4273","Farm Products except Grain","E","137","115",2022,2022-06-15,"UP"
"4274","Food and Kindred Products","F","2359","2120",2022,2022-06-15,"UP"
"4275","Grain Mill Products","G","3077","263",2022,2022-06-15,"UP"
"4276","Grain","H","5689","1173",2022,2022-06-15,"UP"
"4277","Iron and Steel Scrap","I","936","120",2022,2022-06-15,"UP"
"4278","Lumber and Wood Products","J","1622","1158",2022,2022-06-15,"UP"
"4279","Metallic Ores","K","861","52",2022,2022-06-15,"UP"
"4280","Metals","L","1126","1516",2022,2022-06-15,"UP"
"4281","Motor Vehicles and Equipment","M","2497","5315",2022,2022-06-15,"UP"
"4282","Non Metallic Minerals","N","821","149",2022,2022-06-15,"UP"
"4283","Petroleum Products","O","3041","1390",2022,2022-06-15,"UP"
"4284","Primary Forest Products","P","229","84",2022,2022-06-15,"UP"
"4285","Pulp, Paper and Allied Products","Q","987","908",2022,2022-06-15,"UP"
"4286","Stone, Clay and Glass Products","R","2784","806",2022,2022-06-15,"UP"
"4287","Waste and Scrap Materials","S","632","170",2022,2022-06-15,"UP"
"4288","All Other","T","2107","1112",2022,2022-06-15,"UP"
"4289","Containers","U","62591","10766",2022,2022-06-15,"UP"
"4290","Trailers","V","2827","67",2022,2022-06-15,"UP"
"4291","Chemicals","A","15979","3056",2022,2022-06-08,"UP"
"4292","Coal","B","14259","149",2022,2022-06-08,"UP"
"4293","Coke","C","409","30",2022,2022-06-08,"UP"
"4294","Crushed Stone, Sand and Gravel","D","7059","93",2022,2022-06-08,"UP"
"4295","Farm Products except Grain","E","98","111",2022,2022-06-08,"UP"
"4296","Food and Kindred Products","F","2122","2492",2022,2022-06-08,"UP"
"4297","Grain Mill Products","G","2915","420",2022,2022-06-08,"UP"
"4298","Grain","H","5121","528",2022,2022-06-08,"UP"
"4299","Iron and Steel Scrap","I","765","138",2022,2022-06-08,"UP"
"4300","Lumber and Wood Products","J","1331","1002",2022,2022-06-08,"UP"
"4301","Metallic Ores","K","543","59",2022,2022-06-08,"UP"
"4302","Metals","L","1124","1675",2022,2022-06-08,"UP"
"4303","Motor Vehicles and Equipment","M","2057","4787",2022,2022-06-08,"UP"
"4304","Non Metallic Minerals","N","988","184",2022,2022-06-08,"UP"
"4305","Petroleum Products","O","2409","1362",2022,2022-06-08,"UP"
"4306","Primary Forest Products","P","382","158",2022,2022-06-08,"UP"
"4307","Pulp, Paper and Allied Products","Q","875","960",2022,2022-06-08,"UP"
"4308","Stone, Clay and Glass Products","R","2415","806",2022,2022-06-08,"UP"
"4309","Waste and Scrap Materials","S","613","262",2022,2022-06-08,"UP"
"4310","All Other","T","1685","776",2022,2022-06-08,"UP"
"4311","Containers","U","54453","9639",2022,2022-06-08,"UP"
"4312","Trailers","V","2505","66",2022,2022-06-08,"UP"
"4313","Chemicals","A","16574","3308",2022,2022-06-01,"UP"
"4314","Coal","B","12948","36",2022,2022-06-01,"UP"
"4315","Coke","C","283","48",2022,2022-06-01,"UP"
"4316","Crushed Stone, Sand and Gravel","D","8813","91",2022,2022-06-01,"UP"
"4317","Farm Products except Grain","E","145","98",2022,2022-06-01,"UP"
"4318","Food and Kindred Products","F","2532","1720",2022,2022-06-01,"UP"
"4319","Grain Mill Products","G","3149","601",2022,2022-06-01,"UP"
"4320","Grain","H","4787","1394",2022,2022-06-01,"UP"
"4321","Iron and Steel Scrap","I","871","134",2022,2022-06-01,"UP"
"4322","Lumber and Wood Products","J","1568","1007",2022,2022-06-01,"UP"
"4323","Metallic Ores","K","564","57",2022,2022-06-01,"UP"
"4324","Metals","L","1337","1603",2022,2022-06-01,"UP"
"4325","Motor Vehicles and Equipment","M","2336","5189",2022,2022-06-01,"UP"
"4326","Non Metallic Minerals","N","1305","154",2022,2022-06-01,"UP"
"4327","Petroleum Products","O","2804","1303",2022,2022-06-01,"UP"
"4328","Primary Forest Products","P","341","68",2022,2022-06-01,"UP"
"4329","Pulp, Paper and Allied Products","Q","876","846",2022,2022-06-01,"UP"
"4330","Stone, Clay and Glass Products","R","2668","815",2022,2022-06-01,"UP"
"4331","Waste and Scrap Materials","S","595","202",2022,2022-06-01,"UP"
"4332","All Other","T","3936","1908",2022,2022-06-01,"UP"
"4333","Containers","U","61554","10832",2022,2022-06-01,"UP"
"4334","Trailers","V","2930","80",2022,2022-06-01,"UP"
"4335","Chemicals","A","16342","3543",2022,2022-05-25,"UP"
"4336","Coal","B","15308","17",2022,2022-05-25,"UP"
"4337","Coke","C","854","70",2022,2022-05-25,"UP"
"4338","Crushed Stone, Sand and Gravel","D","8599","159",2022,2022-05-25,"UP"
"4339","Farm Products except Grain","E","127","122",2022,2022-05-25,"UP"
"4340","Food and Kindred Products","F","2531","2084",2022,2022-05-25,"UP"
"4341","Grain Mill Products","G","3209","263",2022,2022-05-25,"UP"
"4342","Grain","H","4827","1394",2022,2022-05-25,"UP"
"4343","Iron and Steel Scrap","I","934","117",2022,2022-05-25,"UP"
"4344","Lumber and Wood Products","J","1793","916",2022,2022-05-25,"UP"
"4345","Metallic Ores","K","665","107",2022,2022-05-25,"UP"
"4346","Metals","L","1255","1528",2022,2022-05-25,"UP"
"4347","Motor Vehicles and Equipment","M","1983","5192",2022,2022-05-25,"UP"
"4348","Non Metallic Minerals","N","1253","215",2022,2022-05-25,"UP"
"4349","Petroleum Products","O","2729","1469",2022,2022-05-25,"UP"
"4350","Primary Forest Products","P","308","17",2022,2022-05-25,"UP"
"4351","Pulp, Paper and Allied Products","Q","1077","785",2022,2022-05-25,"UP"
"4352","Stone, Clay and Glass Products","R","2539","699",2022,2022-05-25,"UP"
"4353","Waste and Scrap Materials","S","637","205",2022,2022-05-25,"UP"
"4354","All Other","T","1178","554",2022,2022-05-25,"UP"
"4355","Containers","U","58388","11009",2022,2022-05-25,"UP"
"4356","Trailers","V","2833","68",2022,2022-05-25,"UP"
"4357","Chemicals","A","15436","3177",2022,2022-05-18,"UP"
