"","Commodity Group","Commodity Group Code","Originated","Received","Year","Week","Company"
"7239","Grain Mill Products","G",1774,619,2025,2025-07-23,"NS"
"7240","Grain","H",3015,571,2025,2025-07-23,"NS"
"7241","Iron & Steel Scrap","I",1564,283,2025,2025-07-23,"NS"
"7242","Lumber & Wood Products","J",349,505,2025,2025-07-23,"NS"
"7243","Metallic Ores","K",52,23,2025,2025-07-23,"NS"
"7244","Metal Products","L",3500,1211,2025,2025-07-23,"NS"
"7245","Motor Vehicles & Equipment","M",4832,1636,2025,2025-07-23,"NS"
"7246","Nonmetallic Minerals","N",209,190,2025,2025-07-23,"NS"
"7247","Petroleum Products","O",846,1539,2025,2025-07-23,"NS"
"7248","Primary Forest Products","P",246,3,2025,2025-07-23,"NS"
"7249","Pulp & Paper Products","Q",1258,844,2025,2025-07-23,"NS"
"7250","Stone, Clay, Glass","R",1408,1069,2025,2025-07-23,"NS"
"7251","Waste & Other Scrap","S",1071,498,2025,2025-07-23,"NS"
"7252","All Other","T",550,237,2025,2025-07-23,"NS"
"7253","Containers","U",61376,15904,2025,2025-07-23,"NS"
"7254","Trailers","V",1604,194,2025,2025-07-23,"NS"
"7255","Chemicals","A",2880,4646,2025,2025-07-16,"NS"
"7256","Coal","B",8877,3261,2025,2025-07-16,"NS"
"7257","Coke","C",740,17,2025,2025-07-16,"NS"
"7258","Crushed Stone, Sand & Gravel","D",3001,1596,2025,2025-07-16,"NS"
"7259","Farm Products","E",113,37,2025,2025-07-16,"NS"
"7260","Food & Kindred Products","F",626,1087,2025,2025-07-16,"NS"
"7261","Grain Mill Products","G",1875,617,2025,2025-07-16,"NS"
"7262","Grain","H",3142,666,2025,2025-07-16,"NS"
"7263","Iron & Steel Scrap","I",1550,246,2025,2025-07-16,"NS"
"7264","Lumber & Wood Products","J",318,539,2025,2025-07-16,"NS"
"7265","Metallic Ores","K",69,33,2025,2025-07-16,"NS"
"7266","Metal Products","L",3410,1065,2025,2025-07-16,"NS"
"7267","Motor Vehicles & Equipment","M",4852,1879,2025,2025-07-16,"NS"
"7268","Nonmetallic Minerals","N",359,178,2025,2025-07-16,"NS"
"7269","Petroleum Products","O",777,1615,2025,2025-07-16,"NS"
"7270","Primary Forest Products","P",220,4,2025,2025-07-16,"NS"
"7271","Pulp & Paper Products","Q",1298,1048,2025,2025-07-16,"NS"
"7272","Stone, Clay, Glass","R",1475,1069,2025,2025-07-16,"NS"
"7273","Waste & Other Scrap","S",1098,590,2025,2025-07-16,"NS"
"7274","All Other","T",320,202,2025,2025-07-16,"NS"
"7275","Containers","U",59057,14626,2025,2025-07-16,"NS"
"7276","Trailers","V",1432,177,2025,2025-07-16,"NS"
"7277","Chemicals","A",2884,4234,2025,2025-07-09,"NS"
"7278","Coal","B",5619,2899,2025,2025-07-09,"NS"
"7279","Coke","C",704,105,2025,2025-07-09,"NS"
"7280","Crushed Stone, Sand & Gravel","D",2688,1470,2025,2025-07-09,"NS"
"7281","Farm Products","E",94,64,2025,2025-07-09,"NS"
"7282","Food & Kindred Products","F",607,998,2025,2025-07-09,"NS"
"7283","Grain Mill Products","G",1631,646,2025,2025-07-09,"NS"
"7284","Grain","H",2526,755,2025,2025-07-09,"NS"
"7285","Iron & Steel Scrap","I",1205,278,2025,2025-07-09,"NS"
"7286","Lumber & Wood Products","J",277,534,2025,2025-07-09,"NS"
"7287","Metallic Ores","K",58,30,2025,2025-07-09,"NS"
"7288","Metal Products","L",3296,1167,2025,2025-07-09,"NS"
"7289","Motor Vehicles & Equipment","M",4786,1553,2025,2025-07-09,"NS"
"7290","Nonmetallic Minerals","N",294,165,2025,2025-07-09,"NS"
"7291","Petroleum Products","O",777,1744,2025,2025-07-09,"NS"
"7292","Primary Forest Products","P",181,2,2025,2025-07-09,"NS"
"7293","Pulp & Paper Products","Q",1255,850,2025,2025-07-09,"NS"
"7294","Stone, Clay, Glass","R",1239,1137,2025,2025-07-09,"NS"
"7295","Waste & Other Scrap","S",922,375,2025,2025-07-09,"NS"
"7296","All Other","T",312,284,2025,2025-07-09,"NS"
"7297","Containers","U",52126,16313,2025,2025-07-09,"NS"
"7298","Trailers","V",1433,228,2025,2025-07-09,"NS"
"7299","Chemicals","A",3302,4357,2025,2025-07-02,"NS"
"7300","Coal","B",10257,3036,2025,2025-07-02,"NS"
"7301","Coke","C",345,100,2025,2025-07-02,"NS"
"7302","Crushed Stone, Sand & Gravel","D",2927,1267,2025,2025-07-02,"NS"
"7303","Farm Products","E",103,69,2025,2025-07-02,"NS"
"7304","Food & Kindred Products","F",646,1135,2025,2025-07-02,"NS"
"7305","Grain Mill Products","G",1822,627,2025,2025-07-02,"NS"
"7306","Grain","H",2499,911,2025,2025-07-02,"NS"
"7307","Iron & Steel Scrap","I",1579,302,2025,2025-07-02,"NS"
"7308","Lumber & Wood Products","J",375,549,2025,2025-07-02,"NS"
"7309","Metallic Ores","K",46,18,2025,2025-07-02,"NS"
"7310","Metal Products","L",3515,1090,2025,2025-07-02,"NS"
"7311","Motor Vehicles & Equipment","M",6459,1926,2025,2025-07-02,"NS"
"7312","Nonmetallic Minerals","N",238,165,2025,2025-07-02,"NS"
"7313","Petroleum Products","O",840,1560,2025,2025-07-02,"NS"
"7314","Primary Forest Products","P",262,94,2025,2025-07-02,"NS"
"7315","Pulp & Paper Products","Q",1262,936,2025,2025-07-02,"NS"
"7316","Stone, Clay, Glass","R",1426,1042,2025,2025-07-02,"NS"
"7317","Waste & Other Scrap","S",1056,434,2025,2025-07-02,"NS"
"7318","All Other","T",324,396,2025,2025-07-02,"NS"
"7319","Containers","U",60454,15177,2025,2025-07-02,"NS"
"7320","Trailers","V",1509,263,2025,2025-07-02,"NS"
"7321","Chemicals","A",2996,4405,2025,2025-06-25,"NS"
"7322","Coal","B",9888,2414,2025,2025-06-25,"NS"
"7323","Coke","C",752,10,2025,2025-06-25,"NS"
"7324","Crushed Stone, Sand & Gravel","D",3411,2027,2025,2025-06-25,"NS"
"7325","Farm Products","E",100,76,2025,2025-06-25,"NS"
"7326","Food & Kindred Products","F",685,1014,2025,2025-06-25,"NS"
"7327","Grain Mill Products","G",1852,668,2025,2025-06-25,"NS"
"7328","Grain","H",2587,682,2025,2025-06-25,"NS"
"7329","Iron & Steel Scrap","I",1550,316,2025,2025-06-25,"NS"
"7330","Lumber & Wood Products","J",352,560,2025,2025-06-25,"NS"
"7331","Metallic Ores","K",45,25,2025,2025-06-25,"NS"
"7332","Metal Products","L",3618,1003,2025,2025-06-25,"NS"
"7333","Motor Vehicles & Equipment","M",5914,1938,2025,2025-06-25,"NS"
"7334","Nonmetallic Minerals","N",243,160,2025,2025-06-25,"NS"
"7335","Petroleum Products","O",816,1660,2025,2025-06-25,"NS"
"7336","Primary Forest Products","P",237,98,2025,2025-06-25,"NS"
"7337","Pulp & Paper Products","Q",1166,823,2025,2025-06-25,"NS"
"7338","Stone, Clay, Glass","R",1380,1149,2025,2025-06-25,"NS"
"7339","Waste & Other Scrap","S",1108,612,2025,2025-06-25,"NS"
"7340","All Other","T",447,359,2025,2025-06-25,"NS"
"7341","Containers","U",59225,13406,2025,2025-06-25,"NS"
"7342","Trailers","V",1479,229,2025,2025-06-25,"NS"
"7343","Chemicals","A",3194,5058,2025,2025-06-18,"NS"
"7344","Coal","B",10567,2660,2025,2025-06-18,"NS"
"7345","Coke","C",752,112,2025,2025-06-18,"NS"
"7346","Crushed Stone, Sand & Gravel","D",3172,1338,2025,2025-06-18,"NS"
"7347","Farm Products","E",131,53,2025,2025-06-18,"NS"
"7348","Food & Kindred Products","F",700,1038,2025,2025-06-18,"NS"
"7349","Grain Mill Products","G",1671,598,2025,2025-06-18,"NS"
"7350","Grain","H",2501,694,2025,2025-06-18,"NS"
"7351","Iron & Steel Scrap","I",1569,281,2025,2025-06-18,"NS"
"7352","Lumber & Wood Products","J",306,574,2025,2025-06-18,"NS"
"7353","Metallic Ores","K",49,19,2025,2025-06-18,"NS"
"7354","Metal Products","L",3695,1270,2025,2025-06-18,"NS"
"7355","Motor Vehicles & Equipment","M",6851,1980,2025,2025-06-18,"NS"
"7356","Nonmetallic Minerals","N",218,133,2025,2025-06-18,"NS"
"7357","Petroleum Products","O",797,1698,2025,2025-06-18,"NS"
"7358","Primary Forest Products","P",233,99,2025,2025-06-18,"NS"
"7359","Pulp & Paper Products","Q",1239,900,2025,2025-06-18,"NS"
"7360","Stone, Clay, Glass","R",1232,1130,2025,2025-06-18,"NS"
"7361","Waste & Other Scrap","S",1041,381,2025,2025-06-18,"NS"
"7362","All Other","T",392,389,2025,2025-06-18,"NS"
"7363","Containers","U",60337,14396,2025,2025-06-18,"NS"
"7364","Trailers","V",1477,195,2025,2025-06-18,"NS"
"7365","Chemicals","A",3095,4514,2025,2025-06-11,"NS"
"7366","Coal","B",10024,3030,2025,2025-06-11,"NS"
"7367","Coke","C",681,20,2025,2025-06-11,"NS"
"7368","Crushed Stone, Sand & Gravel","D",3110,1482,2025,2025-06-11,"NS"
"7369","Farm Products","E",117,67,2025,2025-06-11,"NS"
"7370","Food & Kindred Products","F",684,1019,2025,2025-06-11,"NS"
"7371","Grain Mill Products","G",1889,595,2025,2025-06-11,"NS"
"7372","Grain","H",2528,943,2025,2025-06-11,"NS"
"7373","Iron & Steel Scrap","I",1544,334,2025,2025-06-11,"NS"
"7374","Lumber & Wood Products","J",401,611,2025,2025-06-11,"NS"
"7375","Metallic Ores","K",72,24,2025,2025-06-11,"NS"
"7376","Metal Products","L",3458,1295,2025,2025-06-11,"NS"
"7377","Motor Vehicles & Equipment","M",5872,1818,2025,2025-06-11,"NS"
"7378","Nonmetallic Minerals","N",352,137,2025,2025-06-11,"NS"
"7379","Petroleum Products","O",751,1721,2025,2025-06-11,"NS"
"7380","Primary Forest Products","P",246,114,2025,2025-06-11,"NS"
"7381","Pulp & Paper Products","Q",1339,918,2025,2025-06-11,"NS"
"7382","Stone, Clay, Glass","R",1441,1035,2025,2025-06-11,"NS"
"7383","Waste & Other Scrap","S",1073,478,2025,2025-06-11,"NS"
"7384","All Other","T",465,345,2025,2025-06-11,"NS"
"7385","Containers","U",62069,14503,2025,2025-06-11,"NS"
"7386","Trailers","V",1615,232,2025,2025-06-11,"NS"
"7387","Chemicals","A",3096,4630,2025,2025-06-04,"NS"
"7388","Coal","B",10055,3024,2025,2025-06-04,"NS"
"7389","Coke","C",601,196,2025,2025-06-04,"NS"
"7390","Crushed Stone, Sand & Gravel","D",2821,2320,2025,2025-06-04,"NS"
"7391","Farm Products","E",91,76,2025,2025-06-04,"NS"
"7392","Food & Kindred Products","F",558,1204,2025,2025-06-04,"NS"
"7393","Grain Mill Products","G",1873,662,2025,2025-06-04,"NS"
"7394","Grain","H",3096,797,2025,2025-06-04,"NS"
"7395","Iron & Steel Scrap","I",1325,249,2025,2025-06-04,"NS"
"7396","Lumber & Wood Products","J",293,661,2025,2025-06-04,"NS"
"7397","Metallic Ores","K",46,23,2025,2025-06-04,"NS"
"7398","Metal Products","L",3701,1162,2025,2025-06-04,"NS"
"7399","Motor Vehicles & Equipment","M",4940,1977,2025,2025-06-04,"NS"
"7400","Nonmetallic Minerals","N",349,170,2025,2025-06-04,"NS"
"7401","Petroleum Products","O",722,1509,2025,2025-06-04,"NS"
"7402","Primary Forest Products","P",213,99,2025,2025-06-04,"NS"
"7403","Pulp & Paper Products","Q",1198,742,2025,2025-06-04,"NS"
"7404","Stone, Clay, Glass","R",1256,1126,2025,2025-06-04,"NS"
"7405","Waste & Other Scrap","S",941,432,2025,2025-06-04,"NS"
"7406","All Other","T",284,298,2025,2025-06-04,"NS"
"7407","Containers","U",54749,14446,2025,2025-06-04,"NS"
"7408","Trailers","V",1580,195,2025,2025-06-04,"NS"
"7409","Chemicals","A",3086,4431,2025,2025-05-28,"NS"
"7410","Coal","B",10630,3264,2025,2025-05-28,"NS"
"7411","Coke","C",696,15,2025,2025-05-28,"NS"
"7412","Crushed Stone, Sand & Gravel","D",3536,1623,2025,2025-05-28,"NS"
"7413","Farm Products","E",103,100,2025,2025-05-28,"NS"
"7414","Food & Kindred Products","F",652,1153,2025,2025-05-28,"NS"
"7415","Grain Mill Products","G",1613,783,2025,2025-05-28,"NS"
"7416","Grain","H",2511,766,2025,2025-05-28,"NS"
"7417","Iron & Steel Scrap","I",1661,283,2025,2025-05-28,"NS"
"7418","Lumber & Wood Products","J",325,671,2025,2025-05-28,"NS"
"7419","Metallic Ores","K",118,19,2025,2025-05-28,"NS"
"7420","Metal Products","L",3381,1203,2025,2025-05-28,"NS"
"7421","Motor Vehicles & Equipment","M",5944,1931,2025,2025-05-28,"NS"
"7422","Nonmetallic Minerals","N",340,155,2025,2025-05-28,"NS"
"7423","Petroleum Products","O",793,1756,2025,2025-05-28,"NS"
"7424","Primary Forest Products","P",276,110,2025,2025-05-28,"NS"
"7425","Pulp & Paper Products","Q",1199,836,2025,2025-05-28,"NS"
"7426","Stone, Clay, Glass","R",1307,1050,2025,2025-05-28,"NS"
"7427","Waste & Other Scrap","S",1072,544,2025,2025-05-28,"NS"
"7428","All Other","T",233,232,2025,2025-05-28,"NS"
"7429","Containers","U",62319,14947,2025,2025-05-28,"NS"
"7430","Trailers","V",1592,191,2025,2025-05-28,"NS"
"7431","Chemicals","A",3239,4808,2025,2025-05-21,"NS"
"7432","Coal","B",10582,2655,2025,2025-05-21,"NS"
"7433","Coke","C",736,12,2025,2025-05-21,"NS"
"7434","Crushed Stone, Sand & Gravel","D",3171,1507,2025,2025-05-21,"NS"
"7435","Farm Products","E",127,62,2025,2025-05-21,"NS"
"7436","Food & Kindred Products","F",573,1079,2025,2025-05-21,"NS"
"7437","Grain Mill Products","G",1855,699,2025,2025-05-21,"NS"
"7438","Grain","H",3073,591,2025,2025-05-21,"NS"
"7439","Iron & Steel Scrap","I",1749,261,2025,2025-05-21,"NS"
"7440","Lumber & Wood Products","J",370,605,2025,2025-05-21,"NS"
"7441","Metallic Ores","K",48,23,2025,2025-05-21,"NS"
"7442","Metal Products","L",3762,1261,2025,2025-05-21,"NS"
"7443","Motor Vehicles & Equipment","M",6249,1694,2025,2025-05-21,"NS"
"7444","Nonmetallic Minerals","N",389,222,2025,2025-05-21,"NS"
"7445","Petroleum Products","O",753,1457,2025,2025-05-21,"NS"
"7446","Primary Forest Products","P",260,79,2025,2025-05-21,"NS"
"7447","Pulp & Paper Products","Q",1237,697,2025,2025-05-21,"NS"
"7448","Stone, Clay, Glass","R",1332,1084,2025,2025-05-21,"NS"
"7449","Waste & Other Scrap","S",1102,433,2025,2025-05-21,"NS"
"7450","All Other","T",470,346,2025,2025-05-21,"NS"
"7451","Containers","U",61165,15493,2025,2025-05-21,"NS"
"7452","Trailers","V",1585,188,2025,2025-05-21,"NS"
"7453","Chemicals","A",3203,4852,2025,2025-05-14,"NS"
"7454","Coal","B",11390,3225,2025,2025-05-14,"NS"
"7455","Coke","C",485,100,2025,2025-05-14,"NS"
"7456","Crushed Stone, Sand & Gravel","D",3798,1757,2025,2025-05-14,"NS"
"7457","Farm Products","E",114,74,2025,2025-05-14,"NS"
"7458","Food & Kindred Products","F",639,1104,2025,2025-05-14,"NS"
"7459","Grain Mill Products","G",1693,655,2025,2025-05-14,"NS"
"7460","Grain","H",3072,472,2025,2025-05-14,"NS"
"7461","Iron & Steel Scrap","I",1428,243,2025,2025-05-14,"NS"
"7462","Lumber & Wood Products","J",311,552,2025,2025-05-14,"NS"
"7463","Metallic Ores","K",50,29,2025,2025-05-14,"NS"
"7464","Metal Products","L",3522,1019,2025,2025-05-14,"NS"
"7465","Motor Vehicles & Equipment","M",6504,1915,2025,2025-05-14,"NS"
"7466","Nonmetallic Minerals","N",309,164,2025,2025-05-14,"NS"
"7467","Petroleum Products","O",755,1392,2025,2025-05-14,"NS"
"7468","Primary Forest Products","P",237,79,2025,2025-05-14,"NS"
"7469","Pulp & Paper Products","Q",1221,935,2025,2025-05-14,"NS"
"7470","Stone, Clay, Glass","R",1482,1128,2025,2025-05-14,"NS"
"7471","Waste & Other Scrap","S",1105,436,2025,2025-05-14,"NS"
"7472","All Other","T",409,223,2025,2025-05-14,"NS"
"7473","Containers","U",63593,14786,2025,2025-05-14,"NS"
"7474","Trailers","V",1583,173,2025,2025-05-14,"NS"
"7475","Chemicals","A",2991,4644,2025,2025-05-07,"NS"
"7476","Coal","B",9640,2872,2025,2025-05-07,"NS"
"7477","Coke","C",768,6,2025,2025-05-07,"NS"
"7478","Crushed Stone, Sand & Gravel","D",3470,1842,2025,2025-05-07,"NS"
"7479","Farm Products","E",131,87,2025,2025-05-07,"NS"
"7480","Food & Kindred Products","F",700,1013,2025,2025-05-07,"NS"
"7481","Grain Mill Products","G",1900,659,2025,2025-05-07,"NS"
"7482","Grain","H",2443,653,2025,2025-05-07,"NS"
"7483","Iron & Steel Scrap","I",1611,349,2025,2025-05-07,"NS"
"7484","Lumber & Wood Products","J",380,595,2025,2025-05-07,"NS"
"7485","Metallic Ores","K",59,27,2025,2025-05-07,"NS"
"7486","Metal Products","L",3977,1277,2025,2025-05-07,"NS"
"7487","Motor Vehicles & Equipment","M",6096,1773,2025,2025-05-07,"NS"
"7488","Nonmetallic Minerals","N",321,69,2025,2025-05-07,"NS"
"7489","Petroleum Products","O",639,1394,2025,2025-05-07,"NS"
"7490","Primary Forest Products","P",254,32,2025,2025-05-07,"NS"
"7491","Pulp & Paper Products","Q",1266,845,2025,2025-05-07,"NS"
"7492","Stone, Clay, Glass","R",1539,1118,2025,2025-05-07,"NS"
"7493","Waste & Other Scrap","S",1079,548,2025,2025-05-07,"NS"
"7494","All Other","T",281,218,2025,2025-05-07,"NS"
"7495","Containers","U",62784,15317,2025,2025-05-07,"NS"
"7496","Trailers","V",1560,258,2025,2025-05-07,"NS"
"7497","Chemicals","A",3102,4554,2025,2025-04-30,"NS"
"7498","Coal","B",10819,3194,2025,2025-04-30,"NS"
"7499","Coke","C",590,117,2025,2025-04-30,"NS"
"7500","Crushed Stone, Sand & Gravel","D",3758,1688,2025,2025-04-30,"NS"
"7501","Farm Products","E",85,67,2025,2025-04-30,"NS"
"7502","Food & Kindred Products","F",587,1027,2025,2025-04-30,"NS"
"7503","Grain Mill Products","G",1697,617,2025,2025-04-30,"NS"
"7504","Grain","H",3345,668,2025,2025-04-30,"NS"
"7505","Iron & Steel Scrap","I",1511,362,2025,2025-04-30,"NS"
"7506","Lumber & Wood Products","J",381,633,2025,2025-04-30,"NS"
"7507","Metallic Ores","K",39,19,2025,2025-04-30,"NS"
"7508","Metal Products","L",3881,1046,2025,2025-04-30,"NS"
"7509","Motor Vehicles & Equipment","M",5678,1609,2025,2025-04-30,"NS"
"7510","Nonmetallic Minerals","N",249,105,2025,2025-04-30,"NS"
"7511","Petroleum Products","O",661,1727,2025,2025-04-30,"NS"
"7512","Primary Forest Products","P",237,43,2025,2025-04-30,"NS"
"7513","Pulp & Paper Products","Q",1313,1027,2025,2025-04-30,"NS"
"7514","Stone, Clay, Glass","R",1460,1140,2025,2025-04-30,"NS"
"7515","Waste & Other Scrap","S",1024,399,2025,2025-04-30,"NS"
"7516","All Other","T",412,261,2025,2025-04-30,"NS"
"7517","Containers","U",58679,15045,2025,2025-04-30,"NS"
"7518","Trailers","V",1430,276,2025,2025-04-30,"NS"
"7519","Chemicals","A",3034,4225,2025,2025-04-23,"NS"
"7520","Coal","B",11475,2757,2025,2025-04-23,"NS"
"7521","Coke","C",590,19,2025,2025-04-23,"NS"
"7522","Crushed Stone, Sand & Gravel","D",3517,2006,2025,2025-04-23,"NS"
"7523","Farm Products","E",84,77,2025,2025-04-23,"NS"
"7524","Food & Kindred Products","F",605,982,2025,2025-04-23,"NS"
"7525","Grain Mill Products","G",1920,584,2025,2025-04-23,"NS"
"7526","Grain","H",2931,522,2025,2025-04-23,"NS"
"7527","Iron & Steel Scrap","I",1283,296,2025,2025-04-23,"NS"
"7528","Lumber & Wood Products","J",318,593,2025,2025-04-23,"NS"
"7529","Metallic Ores","K",18,47,2025,2025-04-23,"NS"
"7530","Metal Products","L",4120,954,2025,2025-04-23,"NS"
"7531","Motor Vehicles & Equipment","M",6362,1674,2025,2025-04-23,"NS"
"7532","Nonmetallic Minerals","N",255,149,2025,2025-04-23,"NS"
"7533","Petroleum Products","O",663,1532,2025,2025-04-23,"NS"
"7534","Primary Forest Products","P",265,87,2025,2025-04-23,"NS"
"7535","Pulp & Paper Products","Q",1206,959,2025,2025-04-23,"NS"
"7536","Stone, Clay, Glass","R",1328,1097,2025,2025-04-23,"NS"
"7537","Waste & Other Scrap","S",983,601,2025,2025-04-23,"NS"
"7538","All Other","T",356,267,2025,2025-04-23,"NS"
"7539","Containers","U",61827,15428,2025,2025-04-23,"NS"
"7540","Trailers","V",1484,186,2025,2025-04-23,"NS"
"7541","Chemicals","A",2924,4934,2025,2025-04-16,"NS"
"7542","Coal","B",9691,2716,2025,2025-04-16,"NS"
"7543","Coke","C",394,20,2025,2025-04-16,"NS"
"7544","Crushed Stone, Sand & Gravel","D",3338,1387,2025,2025-04-16,"NS"
"7545","Farm Products","E",114,73,2025,2025-04-16,"NS"
"7546","Food & Kindred Products","F",623,1142,2025,2025-04-16,"NS"
"7547","Grain Mill Products","G",2034,562,2025,2025-04-16,"NS"
"7548","Grain","H",3288,753,2025,2025-04-16,"NS"
"7549","Iron & Steel Scrap","I",1288,364,2025,2025-04-16,"NS"
"7550","Lumber & Wood Products","J",377,589,2025,2025-04-16,"NS"
"7551","Metallic Ores","K",75,26,2025,2025-04-16,"NS"
"7552","Metal Products","L",3972,930,2025,2025-04-16,"NS"
"7553","Motor Vehicles & Equipment","M",6693,1909,2025,2025-04-16,"NS"
"7554","Nonmetallic Minerals","N",282,192,2025,2025-04-16,"NS"
"7555","Petroleum Products","O",731,1682,2025,2025-04-16,"NS"
"7556","Primary Forest Products","P",230,69,2025,2025-04-16,"NS"
"7557","Pulp & Paper Products","Q",1105,919,2025,2025-04-16,"NS"
"7558","Stone, Clay, Glass","R",1285,1032,2025,2025-04-16,"NS"
"7559","Waste & Other Scrap","S",1028,385,2025,2025-04-16,"NS"
"7560","All Other","T",400,230,2025,2025-04-16,"NS"
"7561","Containers","U",63099,15736,2025,2025-04-16,"NS"
"7562","Trailers","V",1468,215,2025,2025-04-16,"NS"
"7563","Chemicals","A",2858,4650,2025,2025-04-09,"NS"
"7564","Coal","B",11793,3001,2025,2025-04-09,"NS"
"7565","Coke","C",706,13,2025,2025-04-09,"NS"
"7566","Crushed Stone, Sand & Gravel","D",4038,1623,2025,2025-04-09,"NS"
"7567","Farm Products","E",88,79,2025,2025-04-09,"NS"
"7568","Food & Kindred Products","F",630,974,2025,2025-04-09,"NS"
"7569","Grain Mill Products","G",1676,687,2025,2025-04-09,"NS"
"7570","Grain","H",2312,921,2025,2025-04-09,"NS"
"7571","Iron & Steel Scrap","I",1313,398,2025,2025-04-09,"NS"
"7572","Lumber & Wood Products","J",325,662,2025,2025-04-09,"NS"
"7573","Metallic Ores","K",54,32,2025,2025-04-09,"NS"
"7574","Metal Products","L",4225,1180,2025,2025-04-09,"NS"
"7575","Motor Vehicles & Equipment","M",6347,1993,2025,2025-04-09,"NS"
"7576","Nonmetallic Minerals","N",235,102,2025,2025-04-09,"NS"
"7577","Petroleum Products","O",773,1463,2025,2025-04-09,"NS"
"7578","Primary Forest Products","P",199,72,2025,2025-04-09,"NS"
"7579","Pulp & Paper Products","Q",1276,966,2025,2025-04-09,"NS"
"7580","Stone, Clay, Glass","R",1375,1195,2025,2025-04-09,"NS"
"7581","Waste & Other Scrap","S",1008,498,2025,2025-04-09,"NS"
"7582","All Other","T",321,239,2025,2025-04-09,"NS"
"7583","Containers","U",63779,16045,2025,2025-04-09,"NS"
"7584","Trailers","V",1613,235,2025,2025-04-09,"NS"
"7585","Chemicals","A",3381,5151,2025,2025-04-02,"NS"
"7586","Coal","B",13031,2230,2025,2025-04-02,"NS"
"7587","Coke","C",601,22,2025,2025-04-02,"NS"
"7588","Crushed Stone, Sand & Gravel","D",3322,1865,2025,2025-04-02,"NS"
"7589","Farm Products","E",102,64,2025,2025-04-02,"NS"
"7590","Food & Kindred Products","F",632,1176,2025,2025-04-02,"NS"
"7591","Grain Mill Products","G",1824,654,2025,2025-04-02,"NS"
"7592","Grain","H",2941,770,2025,2025-04-02,"NS"
"7593","Iron & Steel Scrap","I",1701,405,2025,2025-04-02,"NS"
"7594","Lumber & Wood Products","J",394,657,2025,2025-04-02,"NS"
"7595","Metallic Ores","K",70,30,2025,2025-04-02,"NS"
"7596","Metal Products","L",4143,1204,2025,2025-04-02,"NS"
"7597","Motor Vehicles & Equipment","M",6297,2061,2025,2025-04-02,"NS"
"7598","Nonmetallic Minerals","N",287,154,2025,2025-04-02,"NS"
"7599","Petroleum Products","O",885,1044,2025,2025-04-02,"NS"
"7600","Primary Forest Products","P",175,71,2025,2025-04-02,"NS"
"7601","Pulp & Paper Products","Q",1280,883,2025,2025-04-02,"NS"
"7602","Stone, Clay, Glass","R",1568,1072,2025,2025-04-02,"NS"
"7603","Waste & Other Scrap","S",996,399,2025,2025-04-02,"NS"
"7604","All Other","T",310,248,2025,2025-04-02,"NS"
"7605","Containers","U",65614,16288,2025,2025-04-02,"NS"
"7606","Trailers","V",1653,252,2025,2025-04-02,"NS"
"7607","Chemicals","A",2780,4458,2025,2025-03-26,"NS"
"7608","Coal","B",10947,2571,2025,2025-03-26,"NS"
"7609","Coke","C",656,7,2025,2025-03-26,"NS"
"7610","Crushed Stone, Sand & Gravel","D",3137,1612,2025,2025-03-26,"NS"
"7611","Farm Products","E",99,90,2025,2025-03-26,"NS"
"7612","Food & Kindred Products","F",597,1023,2025,2025-03-26,"NS"
"7613","Grain Mill Products","G",1700,601,2025,2025-03-26,"NS"
"7614","Grain","H",2792,483,2025,2025-03-26,"NS"
"7615","Iron & Steel Scrap","I",1791,389,2025,2025-03-26,"NS"
"7616","Lumber & Wood Products","J",342,636,2025,2025-03-26,"NS"
"7617","Metallic Ores","K",56,18,2025,2025-03-26,"NS"
"7618","Metal Products","L",3878,1047,2025,2025-03-26,"NS"
"7619","Motor Vehicles & Equipment","M",5975,1956,2025,2025-03-26,"NS"
"7620","Nonmetallic Minerals","N",238,120,2025,2025-03-26,"NS"
"7621","Petroleum Products","O",898,1161,2025,2025-03-26,"NS"
"7622","Primary Forest Products","P",262,53,2025,2025-03-26,"NS"
"7623","Pulp & Paper Products","Q",1175,1005,2025,2025-03-26,"NS"
"7624","Stone, Clay, Glass","R",1261,1103,2025,2025-03-26,"NS"
"7625","Waste & Other Scrap","S",1045,450,2025,2025-03-26,"NS"
"7626","All Other","T",378,256,2025,2025-03-26,"NS"
"7627","Containers","U",62724,16573,2025,2025-03-26,"NS"
"7628","Trailers","V",1600,273,2025,2025-03-26,"NS"
"7629","Chemicals","A",2881,4496,2025,2025-03-19,"NS"
"7630","Coal","B",11314,2486,2025,2025-03-19,"NS"
"7631","Coke","C",575,18,2025,2025-03-19,"NS"
"7632","Crushed Stone, Sand & Gravel","D",2990,1841,2025,2025-03-19,"NS"
"7633","Farm Products","E",102,89,2025,2025-03-19,"NS"
"7634","Food & Kindred Products","F",640,1086,2025,2025-03-19,"NS"
"7635","Grain Mill Products","G",1822,648,2025,2025-03-19,"NS"
"7636","Grain","H",2644,813,2025,2025-03-19,"NS"
"7637","Iron & Steel Scrap","I",1640,364,2025,2025-03-19,"NS"
"7638","Lumber & Wood Products","J",326,567,2025,2025-03-19,"NS"
"7639","Metallic Ores","K",53,51,2025,2025-03-19,"NS"
"7640","Metal Products","L",4123,1254,2025,2025-03-19,"NS"
"7641","Motor Vehicles & Equipment","M",5958,1629,2025,2025-03-19,"NS"
"7642","Nonmetallic Minerals","N",236,138,2025,2025-03-19,"NS"
