"","Commodity Group","Commodity Group Code","Originated","Received","Year","Week","Company"
"412","Primary Forest Products","P",364,108,2025,2025-10-29,"UP"
"413","Pulp & Paper Products","Q",856,530,2025,2025-10-29,"UP"
"414","Stone, Clay, Glass","R",2717,536,2025,2025-10-29,"UP"
"415","Waste & Other Scrap","S",596,261,2025,2025-10-29,"UP"
"416","All Other","T",2008,697,2025,2025-10-29,"UP"
"417","Containers","U",60773,10293,2025,2025-10-29,"UP"
"418","Trailers","V",1331,15,2025,2025-10-29,"UP"
"419","Chemicals","A",17749,2942,2025,2025-10-22,"UP"
"420","Coal","B",11837,42,2025,2025-10-22,"UP"
"421","Coke","C",526,90,2025,2025-10-22,"UP"
"422","Crushed Stone, Sand & Gravel","D",9141,81,2025,2025-10-22,"UP"
"423","Farm Products","E",220,82,2025,2025-10-22,"UP"
"424","Food & Kindred Products","F",2475,2245,2025,2025-10-22,"UP"
"425","Grain Mill Products","G",3609,369,2025,2025-10-22,"UP"
"426","Grain","H",5893,1580,2025,2025-10-22,"UP"
"427","Iron & Steel Scrap","I",828,105,2025,2025-10-22,"UP"
"428","Lumber & Wood Products","J",1262,521,2025,2025-10-22,"UP"
"429","Metallic Ores","K",276,48,2025,2025-10-22,"UP"
"430","Metal Products","L",1207,1262,2025,2025-10-22,"UP"
"431","Motor Vehicles & Equipment","M",2252,6225,2025,2025-10-22,"UP"
"432","Nonmetallic Minerals","N",1163,190,2025,2025-10-22,"UP"
"433","Petroleum Products","O",3274,1654,2025,2025-10-22,"UP"
"434","Primary Forest Products","P",411,166,2025,2025-10-22,"UP"
"435","Pulp & Paper Products","Q",704,883,2025,2025-10-22,"UP"
"436","Stone, Clay, Glass","R",2678,595,2025,2025-10-22,"UP"
"437","Waste & Other Scrap","S",736,224,2025,2025-10-22,"UP"
"438","All Other","T",2890,1014,2025,2025-10-22,"UP"
"439","Containers","U",59044,10123,2025,2025-10-22,"UP"
"440","Trailers","V",1316,8,2025,2025-10-22,"UP"
"441","Chemicals","A",16472,3394,2025,2025-10-15,"UP"
"442","Coal","B",13377,151,2025,2025-10-15,"UP"
"443","Coke","C",851,52,2025,2025-10-15,"UP"
"444","Crushed Stone, Sand & Gravel","D",7935,70,2025,2025-10-15,"UP"
"445","Farm Products","E",216,101,2025,2025-10-15,"UP"
"446","Food & Kindred Products","F",2718,2193,2025,2025-10-15,"UP"
"447","Grain Mill Products","G",4078,319,2025,2025-10-15,"UP"
"448","Grain","H",6087,1245,2025,2025-10-15,"UP"
"449","Iron & Steel Scrap","I",757,114,2025,2025-10-15,"UP"
"450","Lumber & Wood Products","J",1284,428,2025,2025-10-15,"UP"
"451","Metallic Ores","K",248,64,2025,2025-10-15,"UP"
"452","Metal Products","L",1095,1506,2025,2025-10-15,"UP"
"453","Motor Vehicles & Equipment","M",2188,5881,2025,2025-10-15,"UP"
"454","Nonmetallic Minerals","N",763,178,2025,2025-10-15,"UP"
"455","Petroleum Products","O",3504,1615,2025,2025-10-15,"UP"
"456","Primary Forest Products","P",237,177,2025,2025-10-15,"UP"
"457","Pulp & Paper Products","Q",789,885,2025,2025-10-15,"UP"
"458","Stone, Clay, Glass","R",2792,537,2025,2025-10-15,"UP"
"459","Waste & Other Scrap","S",588,175,2025,2025-10-15,"UP"
"460","All Other","T",2975,996,2025,2025-10-15,"UP"
"461","Containers","U",60194,9814,2025,2025-10-15,"UP"
"462","Trailers","V",1476,7,2025,2025-10-15,"UP"
"463","Chemicals","A",17622,3295,2025,2025-10-08,"UP"
"464","Coal","B",12573,272,2025,2025-10-08,"UP"
"465","Coke","C",501,92,2025,2025-10-08,"UP"
"466","Crushed Stone, Sand & Gravel","D",7051,34,2025,2025-10-08,"UP"
"467","Farm Products","E",201,114,2025,2025-10-08,"UP"
"468","Food & Kindred Products","F",2669,1779,2025,2025-10-08,"UP"
"469","Grain Mill Products","G",3840,433,2025,2025-10-08,"UP"
"470","Grain","H",6517,897,2025,2025-10-08,"UP"
"471","Iron & Steel Scrap","I",904,228,2025,2025-10-08,"UP"
"472","Lumber & Wood Products","J",1302,530,2025,2025-10-08,"UP"
"473","Metallic Ores","K",231,75,2025,2025-10-08,"UP"
"474","Metal Products","L",1500,1469,2025,2025-10-08,"UP"
"475","Motor Vehicles & Equipment","M",1828,6457,2025,2025-10-08,"UP"
"476","Nonmetallic Minerals","N",1041,184,2025,2025-10-08,"UP"
"477","Petroleum Products","O",3098,1692,2025,2025-10-08,"UP"
"478","Primary Forest Products","P",343,91,2025,2025-10-08,"UP"
"479","Pulp & Paper Products","Q",839,796,2025,2025-10-08,"UP"
"480","Stone, Clay, Glass","R",2653,727,2025,2025-10-08,"UP"
"481","Waste & Other Scrap","S",701,217,2025,2025-10-08,"UP"
"482","All Other","T",2247,687,2025,2025-10-08,"UP"
"483","Containers","U",60134,10273,2025,2025-10-08,"UP"
"484","Trailers","V",1460,20,2025,2025-10-08,"UP"
"485","Chemicals","A",16948,2764,2025,2025-10-01,"UP"
"486","Coal","B",13545,143,2025,2025-10-01,"UP"
"487","Coke","C",728,54,2025,2025-10-01,"UP"
"488","Crushed Stone, Sand & Gravel","D",8037,59,2025,2025-10-01,"UP"
"489","Farm Products","E",180,68,2025,2025-10-01,"UP"
"490","Food & Kindred Products","F",2480,2250,2025,2025-10-01,"UP"
"491","Grain Mill Products","G",3577,343,2025,2025-10-01,"UP"
"492","Grain","H",5607,1225,2025,2025-10-01,"UP"
"493","Iron & Steel Scrap","I",1029,82,2025,2025-10-01,"UP"
"494","Lumber & Wood Products","J",1256,557,2025,2025-10-01,"UP"
"495","Metallic Ores","K",182,96,2025,2025-10-01,"UP"
"496","Metal Products","L",1567,1429,2025,2025-10-01,"UP"
"497","Motor Vehicles & Equipment","M",2023,6403,2025,2025-10-01,"UP"
"498","Nonmetallic Minerals","N",1090,188,2025,2025-10-01,"UP"
"499","Petroleum Products","O",3280,1566,2025,2025-10-01,"UP"
"500","Primary Forest Products","P",271,160,2025,2025-10-01,"UP"
"501","Pulp & Paper Products","Q",756,961,2025,2025-10-01,"UP"
"502","Stone, Clay, Glass","R",2793,517,2025,2025-10-01,"UP"
"503","Waste & Other Scrap","S",611,197,2025,2025-10-01,"UP"
"504","All Other","T",2395,853,2025,2025-10-01,"UP"
"505","Containers","U",62605,10033,2025,2025-10-01,"UP"
"506","Trailers","V",1451,14,2025,2025-10-01,"UP"
"507","Chemicals","A",17667,3028,2025,2025-09-24,"UP"
"508","Coal","B",14446,192,2025,2025-09-24,"UP"
"509","Coke","C",664,84,2025,2025-09-24,"UP"
"510","Crushed Stone, Sand & Gravel","D",7351,24,2025,2025-09-24,"UP"
"511","Farm Products","E",132,93,2025,2025-09-24,"UP"
"512","Food & Kindred Products","F",2469,1549,2025,2025-09-24,"UP"
"513","Grain Mill Products","G",3746,366,2025,2025-09-24,"UP"
"514","Grain","H",7133,422,2025,2025-09-24,"UP"
"515","Iron & Steel Scrap","I",1015,93,2025,2025-09-24,"UP"
"516","Lumber & Wood Products","J",1372,578,2025,2025-09-24,"UP"
"517","Metallic Ores","K",255,100,2025,2025-09-24,"UP"
"518","Metal Products","L",1242,1314,2025,2025-09-24,"UP"
"519","Motor Vehicles & Equipment","M",2327,6332,2025,2025-09-24,"UP"
"520","Nonmetallic Minerals","N",1003,188,2025,2025-09-24,"UP"
"521","Petroleum Products","O",3491,1518,2025,2025-09-24,"UP"
"522","Primary Forest Products","P",177,184,2025,2025-09-24,"UP"
"523","Pulp & Paper Products","Q",847,899,2025,2025-09-24,"UP"
"524","Stone, Clay, Glass","R",2727,678,2025,2025-09-24,"UP"
"525","Waste & Other Scrap","S",660,213,2025,2025-09-24,"UP"
"526","All Other","T",2761,853,2025,2025-09-24,"UP"
"527","Containers","U",60738,10671,2025,2025-09-24,"UP"
"528","Trailers","V",1317,9,2025,2025-09-24,"UP"
"529","Chemicals","A",19069,3268,2025,2025-09-17,"UP"
"530","Coal","B",14170,51,2025,2025-09-17,"UP"
"531","Coke","C",469,151,2025,2025-09-17,"UP"
"532","Crushed Stone, Sand & Gravel","D",8230,107,2025,2025-09-17,"UP"
"533","Farm Products","E",147,74,2025,2025-09-17,"UP"
"534","Food & Kindred Products","F",2430,1879,2025,2025-09-17,"UP"
"535","Grain Mill Products","G",3220,442,2025,2025-09-17,"UP"
"536","Grain","H",5568,650,2025,2025-09-17,"UP"
"537","Iron & Steel Scrap","I",913,91,2025,2025-09-17,"UP"
"538","Lumber & Wood Products","J",1270,558,2025,2025-09-17,"UP"
"539","Metallic Ores","K",385,60,2025,2025-09-17,"UP"
"540","Metal Products","L",1313,1389,2025,2025-09-17,"UP"
"541","Motor Vehicles & Equipment","M",2542,6033,2025,2025-09-17,"UP"
"542","Nonmetallic Minerals","N",966,269,2025,2025-09-17,"UP"
"543","Petroleum Products","O",3542,1894,2025,2025-09-17,"UP"
"544","Primary Forest Products","P",250,165,2025,2025-09-17,"UP"
"545","Pulp & Paper Products","Q",799,1103,2025,2025-09-17,"UP"
"546","Stone, Clay, Glass","R",2813,617,2025,2025-09-17,"UP"
"547","Waste & Other Scrap","S",593,213,2025,2025-09-17,"UP"
"548","All Other","T",2440,935,2025,2025-09-17,"UP"
"549","Containers","U",63564,10404,2025,2025-09-17,"UP"
"550","Trailers","V",1396,12,2025,2025-09-17,"UP"
"551","Chemicals","A",16235,3013,2025,2025-09-10,"UP"
"552","Coal","B",13642,42,2025,2025-09-10,"UP"
"553","Coke","C",842,114,2025,2025-09-10,"UP"
"554","Crushed Stone, Sand & Gravel","D",7632,83,2025,2025-09-10,"UP"
"555","Farm Products","E",183,82,2025,2025-09-10,"UP"
"556","Food & Kindred Products","F",2153,2024,2025,2025-09-10,"UP"
"557","Grain Mill Products","G",3778,410,2025,2025-09-10,"UP"
"558","Grain","H",4929,716,2025,2025-09-10,"UP"
"559","Iron & Steel Scrap","I",621,147,2025,2025-09-10,"UP"
"560","Lumber & Wood Products","J",980,522,2025,2025-09-10,"UP"
"561","Metallic Ores","K",181,51,2025,2025-09-10,"UP"
"562","Metal Products","L",1139,1407,2025,2025-09-10,"UP"
"563","Motor Vehicles & Equipment","M",2091,6458,2025,2025-09-10,"UP"
"564","Nonmetallic Minerals","N",986,226,2025,2025-09-10,"UP"
"565","Petroleum Products","O",2934,1719,2025,2025-09-10,"UP"
"566","Primary Forest Products","P",249,97,2025,2025-09-10,"UP"
"567","Pulp & Paper Products","Q",862,1053,2025,2025-09-10,"UP"
"568","Stone, Clay, Glass","R",2245,584,2025,2025-09-10,"UP"
"569","Waste & Other Scrap","S",433,267,2025,2025-09-10,"UP"
"570","All Other","T",2665,723,2025,2025-09-10,"UP"
"571","Containers","U",55338,9523,2025,2025-09-10,"UP"
"572","Trailers","V",1258,20,2025,2025-09-10,"UP"
"573","Chemicals","A",18972,3483,2025,2025-09-03,"UP"
"574","Coal","B",14867,54,2025,2025-09-03,"UP"
"575","Coke","C",650,141,2025,2025-09-03,"UP"
"576","Crushed Stone, Sand & Gravel","D",8121,101,2025,2025-09-03,"UP"
"577","Farm Products","E",169,112,2025,2025-09-03,"UP"
"578","Food & Kindred Products","F",2810,1667,2025,2025-09-03,"UP"
"579","Grain Mill Products","G",3586,531,2025,2025-09-03,"UP"
"580","Grain","H",5799,664,2025,2025-09-03,"UP"
"581","Iron & Steel Scrap","I",896,98,2025,2025-09-03,"UP"
"582","Lumber & Wood Products","J",1370,550,2025,2025-09-03,"UP"
"583","Metallic Ores","K",247,36,2025,2025-09-03,"UP"
"584","Metal Products","L",1516,1352,2025,2025-09-03,"UP"
"585","Motor Vehicles & Equipment","M",2629,6107,2025,2025-09-03,"UP"
"586","Nonmetallic Minerals","N",1162,196,2025,2025-09-03,"UP"
"587","Petroleum Products","O",3549,1757,2025,2025-09-03,"UP"
"588","Primary Forest Products","P",243,172,2025,2025-09-03,"UP"
"589","Pulp & Paper Products","Q",780,1000,2025,2025-09-03,"UP"
"590","Stone, Clay, Glass","R",2567,595,2025,2025-09-03,"UP"
"591","Waste & Other Scrap","S",640,282,2025,2025-09-03,"UP"
"592","All Other","T",2270,897,2025,2025-09-03,"UP"
"593","Containers","U",64974,11074,2025,2025-09-03,"UP"
"594","Trailers","V",1418,12,2025,2025-09-03,"UP"
"595","Chemicals","A",17574,3275,2025,2025-08-27,"UP"
"596","Coal","B",14419,64,2025,2025-08-27,"UP"
"597","Coke","C",730,168,2025,2025-08-27,"UP"
"598","Crushed Stone, Sand & Gravel","D",7159,98,2025,2025-08-27,"UP"
"599","Farm Products","E",148,77,2025,2025-08-27,"UP"
"600","Food & Kindred Products","F",2518,1794,2025,2025-08-27,"UP"
"601","Grain Mill Products","G",3721,353,2025,2025-08-27,"UP"
"602","Grain","H",6413,675,2025,2025-08-27,"UP"
"603","Iron & Steel Scrap","I",859,82,2025,2025-08-27,"UP"
"604","Lumber & Wood Products","J",1221,593,2025,2025-08-27,"UP"
"605","Metallic Ores","K",365,54,2025,2025-08-27,"UP"
"606","Metal Products","L",1354,1390,2025,2025-08-27,"UP"
"607","Motor Vehicles & Equipment","M",2749,5574,2025,2025-08-27,"UP"
"608","Nonmetallic Minerals","N",1177,185,2025,2025-08-27,"UP"
"609","Petroleum Products","O",3242,1878,2025,2025-08-27,"UP"
"610","Primary Forest Products","P",401,88,2025,2025-08-27,"UP"
"611","Pulp & Paper Products","Q",827,953,2025,2025-08-27,"UP"
"612","Stone, Clay, Glass","R",2666,494,2025,2025-08-27,"UP"
"613","Waste & Other Scrap","S",629,286,2025,2025-08-27,"UP"
"614","All Other","T",2850,1024,2025,2025-08-27,"UP"
"615","Containers","U",62708,9775,2025,2025-08-27,"UP"
"616","Trailers","V",1563,13,2025,2025-08-27,"UP"
"617","Chemicals","A",18601,4006,2025,2025-08-20,"UP"
"618","Coal","B",16627,47,2025,2025-08-20,"UP"
"619","Coke","C",585,82,2025,2025-08-20,"UP"
"620","Crushed Stone, Sand & Gravel","D",8133,50,2025,2025-08-20,"UP"
"621","Farm Products","E",137,91,2025,2025-08-20,"UP"
"622","Food & Kindred Products","F",2503,1729,2025,2025-08-20,"UP"
"623","Grain Mill Products","G",3283,527,2025,2025-08-20,"UP"
"624","Grain","H",5491,811,2025,2025-08-20,"UP"
"625","Iron & Steel Scrap","I",874,74,2025,2025-08-20,"UP"
"626","Lumber & Wood Products","J",1412,649,2025,2025-08-20,"UP"
"627","Metallic Ores","K",274,53,2025,2025-08-20,"UP"
"628","Metal Products","L",1329,1216,2025,2025-08-20,"UP"
"629","Motor Vehicles & Equipment","M",2451,5747,2025,2025-08-20,"UP"
"630","Nonmetallic Minerals","N",1012,142,2025,2025-08-20,"UP"
"631","Petroleum Products","O",3536,1648,2025,2025-08-20,"UP"
"632","Primary Forest Products","P",401,79,2025,2025-08-20,"UP"
"633","Pulp & Paper Products","Q",792,998,2025,2025-08-20,"UP"
"634","Stone, Clay, Glass","R",2639,554,2025,2025-08-20,"UP"
"635","Waste & Other Scrap","S",517,246,2025,2025-08-20,"UP"
"636","All Other","T",1503,797,2025,2025-08-20,"UP"
"637","Containers","U",64715,10539,2025,2025-08-20,"UP"
"638","Trailers","V",1414,8,2025,2025-08-20,"UP"
"639","Chemicals","A",18652,2955,2025,2025-08-13,"UP"
"640","Coal","B",14988,58,2025,2025-08-13,"UP"
"641","Coke","C",718,61,2025,2025-08-13,"UP"
"642","Crushed Stone, Sand & Gravel","D",7097,50,2025,2025-08-13,"UP"
"643","Farm Products","E",133,102,2025,2025-08-13,"UP"
"644","Food & Kindred Products","F",2520,1975,2025,2025-08-13,"UP"
"645","Grain Mill Products","G",3939,273,2025,2025-08-13,"UP"
"646","Grain","H",4870,894,2025,2025-08-13,"UP"
"647","Iron & Steel Scrap","I",736,215,2025,2025-08-13,"UP"
"648","Lumber & Wood Products","J",1198,563,2025,2025-08-13,"UP"
"649","Metallic Ores","K",397,21,2025,2025-08-13,"UP"
"650","Metal Products","L",1525,1310,2025,2025-08-13,"UP"
"651","Motor Vehicles & Equipment","M",2361,5361,2025,2025-08-13,"UP"
"652","Nonmetallic Minerals","N",1209,202,2025,2025-08-13,"UP"
"653","Petroleum Products","O",3230,1711,2025,2025-08-13,"UP"
"654","Primary Forest Products","P",237,-6,2025,2025-08-13,"UP"
"655","Pulp & Paper Products","Q",759,1034,2025,2025-08-13,"UP"
"656","Stone, Clay, Glass","R",2691,546,2025,2025-08-13,"UP"
"657","Waste & Other Scrap","S",466,217,2025,2025-08-13,"UP"
"658","All Other","T",2865,1101,2025,2025-08-13,"UP"
"659","Containers","U",65783,9917,2025,2025-08-13,"UP"
"660","Trailers","V",1414,21,2025,2025-08-13,"UP"
"661","Chemicals","A",19231,3252,2025,2025-08-06,"UP"
"662","Coal","B",16240,189,2025,2025-08-06,"UP"
"663","Coke","C",681,68,2025,2025-08-06,"UP"
"664","Crushed Stone, Sand & Gravel","D",7518,99,2025,2025-08-06,"UP"
"665","Farm Products","E",162,94,2025,2025-08-06,"UP"
"666","Food & Kindred Products","F",2398,2105,2025,2025-08-06,"UP"
"667","Grain Mill Products","G",3877,399,2025,2025-08-06,"UP"
"668","Grain","H",6125,1582,2025,2025-08-06,"UP"
"669","Iron & Steel Scrap","I",784,158,2025,2025-08-06,"UP"
"670","Lumber & Wood Products","J",1357,685,2025,2025-08-06,"UP"
"671","Metallic Ores","K",287,37,2025,2025-08-06,"UP"
"672","Metal Products","L",1487,1225,2025,2025-08-06,"UP"
"673","Motor Vehicles & Equipment","M",2463,5059,2025,2025-08-06,"UP"
"674","Nonmetallic Minerals","N",1231,160,2025,2025-08-06,"UP"
"675","Petroleum Products","O",3268,1626,2025,2025-08-06,"UP"
"676","Primary Forest Products","P",403,80,2025,2025-08-06,"UP"
"677","Pulp & Paper Products","Q",868,886,2025,2025-08-06,"UP"
"678","Stone, Clay, Glass","R",2921,540,2025,2025-08-06,"UP"
"679","Waste & Other Scrap","S",481,272,2025,2025-08-06,"UP"
"680","All Other","T",2776,925,2025,2025-08-06,"UP"
"681","Containers","U",66304,10188,2025,2025-08-06,"UP"
"682","Trailers","V",1448,17,2025,2025-08-06,"UP"
"683","Chemicals","A",18365,3691,2025,2025-07-30,"UP"
"684","Coal","B",16076,178,2025,2025-07-30,"UP"
"685","Coke","C",805,50,2025,2025-07-30,"UP"
"686","Crushed Stone, Sand & Gravel","D",8233,143,2025,2025-07-30,"UP"
"687","Farm Products","E",158,102,2025,2025-07-30,"UP"
"688","Food & Kindred Products","F",2451,2122,2025,2025-07-30,"UP"
"689","Grain Mill Products","G",3375,204,2025,2025-07-30,"UP"
"690","Grain","H",6138,992,2025,2025-07-30,"UP"
"691","Iron & Steel Scrap","I",857,84,2025,2025-07-30,"UP"
"692","Lumber & Wood Products","J",1229,694,2025,2025-07-30,"UP"
"693","Metallic Ores","K",229,61,2025,2025-07-30,"UP"
"694","Metal Products","L",1270,1247,2025,2025-07-30,"UP"
"695","Motor Vehicles & Equipment","M",2644,4782,2025,2025-07-30,"UP"
"696","Nonmetallic Minerals","N",1172,174,2025,2025-07-30,"UP"
"697","Petroleum Products","O",3201,1431,2025,2025-07-30,"UP"
"698","Primary Forest Products","P",325,181,2025,2025-07-30,"UP"
"699","Pulp & Paper Products","Q",827,937,2025,2025-07-30,"UP"
"700","Stone, Clay, Glass","R",2861,434,2025,2025-07-30,"UP"
"701","Waste & Other Scrap","S",527,237,2025,2025-07-30,"UP"
"702","All Other","T",2064,899,2025,2025-07-30,"UP"
"703","Containers","U",66000,10183,2025,2025-07-30,"UP"
"704","Trailers","V",1484,23,2025,2025-07-30,"UP"
"705","Chemicals","A",18429,3152,2025,2025-07-23,"UP"
"706","Coal","B",15580,172,2025,2025-07-23,"UP"
"707","Coke","C",501,108,2025,2025-07-23,"UP"
"708","Crushed Stone, Sand & Gravel","D",7537,212,2025,2025-07-23,"UP"
"709","Farm Products","E",149,117,2025,2025-07-23,"UP"
"710","Food & Kindred Products","F",2600,2140,2025,2025-07-23,"UP"
"711","Grain Mill Products","G",3839,403,2025,2025-07-23,"UP"
"712","Grain","H",6250,1046,2025,2025-07-23,"UP"
"713","Iron & Steel Scrap","I",852,131,2025,2025-07-23,"UP"
"714","Lumber & Wood Products","J",1244,592,2025,2025-07-23,"UP"
"715","Metallic Ores","K",252,51,2025,2025-07-23,"UP"
"716","Metal Products","L",1075,1216,2025,2025-07-23,"UP"
"717","Motor Vehicles & Equipment","M",2359,4688,2025,2025-07-23,"UP"
"718","Nonmetallic Minerals","N",1223,149,2025,2025-07-23,"UP"
"719","Petroleum Products","O",3403,1608,2025,2025-07-23,"UP"
"720","Primary Forest Products","P",429,81,2025,2025-07-23,"UP"
"721","Pulp & Paper Products","Q",749,1114,2025,2025-07-23,"UP"
"722","Stone, Clay, Glass","R",2725,500,2025,2025-07-23,"UP"
"723","Waste & Other Scrap","S",489,231,2025,2025-07-23,"UP"
"724","All Other","T",2362,722,2025,2025-07-23,"UP"
"725","Containers","U",64604,9695,2025,2025-07-23,"UP"
"726","Trailers","V",1602,28,2025,2025-07-23,"UP"
"727","Chemicals","A",17814,3405,2025,2025-07-16,"UP"
"728","Coal","B",16194,158,2025,2025-07-16,"UP"
"729","Coke","C",516,49,2025,2025-07-16,"UP"
"730","Crushed Stone, Sand & Gravel","D",7320,188,2025,2025-07-16,"UP"
"731","Farm Products","E",165,100,2025,2025-07-16,"UP"
"732","Food & Kindred Products","F",2495,2259,2025,2025-07-16,"UP"
"733","Grain Mill Products","G",3801,420,2025,2025-07-16,"UP"
"734","Grain","H",6194,1074,2025,2025-07-16,"UP"
"735","Iron & Steel Scrap","I",824,140,2025,2025-07-16,"UP"
"736","Lumber & Wood Products","J",1243,607,2025,2025-07-16,"UP"
"737","Metallic Ores","K",264,51,2025,2025-07-16,"UP"
"738","Metal Products","L",1075,1358,2025,2025-07-16,"UP"
"739","Motor Vehicles & Equipment","M",2336,3956,2025,2025-07-16,"UP"
"740","Nonmetallic Minerals","N",1064,186,2025,2025-07-16,"UP"
"741","Petroleum Products","O",3594,1621,2025,2025-07-16,"UP"
"742","Primary Forest Products","P",332,77,2025,2025-07-16,"UP"
"743","Pulp & Paper Products","Q",731,1097,2025,2025-07-16,"UP"
"744","Stone, Clay, Glass","R",2480,458,2025,2025-07-16,"UP"
"745","Waste & Other Scrap","S",477,229,2025,2025-07-16,"UP"
"746","All Other","T",2814,1108,2025,2025-07-16,"UP"
"747","Containers","U",66967,8391,2025,2025-07-16,"UP"
"748","Trailers","V",1522,16,2025,2025-07-16,"UP"
"749","Chemicals","A",17346,3891,2025,2025-07-09,"UP"
"750","Coal","B",14997,176,2025,2025-07-09,"UP"
"751","Coke","C",918,69,2025,2025-07-09,"UP"
"752","Crushed Stone, Sand & Gravel","D",6620,55,2025,2025-07-09,"UP"
"753","Farm Products","E",108,95,2025,2025-07-09,"UP"
"754","Food & Kindred Products","F",2141,2475,2025,2025-07-09,"UP"
"755","Grain Mill Products","G",3807,521,2025,2025-07-09,"UP"
"756","Grain","H",5317,528,2025,2025-07-09,"UP"
"757","Iron & Steel Scrap","I",627,96,2025,2025-07-09,"UP"
"758","Lumber & Wood Products","J",1097,613,2025,2025-07-09,"UP"
"759","Metallic Ores","K",263,36,2025,2025-07-09,"UP"
"760","Metal Products","L",1486,1301,2025,2025-07-09,"UP"
"761","Motor Vehicles & Equipment","M",2024,5389,2025,2025-07-09,"UP"
"762","Nonmetallic Minerals","N",993,135,2025,2025-07-09,"UP"
"763","Petroleum Products","O",3442,1573,2025,2025-07-09,"UP"
"764","Primary Forest Products","P",423,89,2025,2025-07-09,"UP"
"765","Pulp & Paper Products","Q",612,1009,2025,2025-07-09,"UP"
"766","Stone, Clay, Glass","R",2375,490,2025,2025-07-09,"UP"
"767","Waste & Other Scrap","S",459,211,2025,2025-07-09,"UP"
"768","All Other","T",1887,1081,2025,2025-07-09,"UP"
"769","Containers","U",55642,9287,2025,2025-07-09,"UP"
